FlowPPS001_rbcM	FlowS001PV_rbcM	FlowPVNULL_rbcM	FlowPPS001_suc	FlowS001PV_suc	FlowPVNULL_suc	FlowPPS001_alb	FlowS001PV_alb	FlowPVNULL_alb	FlowPPS001_gal	FlowS001PV_gal	FlowPVNULL_gal	FlowPPS001_galM	FlowS001PV_galM	FlowPVNULL_galM	FlowPPS001_h2oM	FlowS001PV_h2oM	FlowPVNULL_h2oM	DiffPPS001_rbcM	DiffS001PV_rbcM	DiffS001D001_rbcM	DiffPPS001_suc	DiffS001PV_suc	DiffS001D001_suc	DiffPPS001_alb	DiffS001PV_alb	DiffS001D001_alb	DiffPPS001_gal	DiffS001PV_gal	DiffS001D001_gal	DiffPPS001_galM	DiffS001PV_galM	DiffS001D001_galM	DiffPPS001_h2oM	DiffS001PV_h2oM	DiffS001D001_h2oM	H01__GALK	H01__GALKM	H01__IMP	H01__ATPS	H01__ALDR	H01__NADPR	H01__GALT	H01__GALE	H01__UGP	H01__UGALP	H01__PPASE	H01__NDKU	H01__PGM1	H01__GLY	H01__GTFGAL	H01__GTFGLC	D001__GLUT2_GAL	D001__GLUT2_GALM	D001__H2OTM	PP__rbcM	S001__rbcM	D001__rbcM	PV__rbcM	PP__suc	S001__suc	D001__suc	PV__suc	PP__alb	S001__alb	D001__alb	PV__alb	PP__gal	S001__gal	D001__gal	PV__gal	PP__galM	S001__galM	D001__galM	PV__galM	PP__h2oM	S001__h2oM	D001__h2oM	PV__h2oM	H01__gal	H01__galM	H01__h2oM	H01__glc1p	H01__glc6p	H01__gal1p	H01__udpglc	H01__udpgal	H01__galtol	H01__atp	H01__adp	H01__utp	H01__udp	H01__phos	H01__ppi	H01__nadp	H01__nadph	
319.000000	0.0	7.846121792119647E-31	2.789310300142999E-29	0.0	1.9379801700553185E-26	6.344177961871855E-26	0.0	1.5122617748954125E-26	5.215131499370043E-26	4.379128831691884E-19	2.471255516533076E-18	2.5839362434911924E-18	0.0	0.0	0.0	0.0	1.447211106496571E-18	1.6879859154165882E-18	-0.0	-0.0	0.0	-2.583973560073758E-28	-5.874930389088716E-28	-5.4114225527669134E-27	-5.0408725829847075E-29	-1.23428990815821E-28	-4.276269300888259E-27	-2.71112351115185E-20	-1.5024096927748857E-21	-1.95700187532366E-18	0.0	0.0	0.0	-9.648074043310473E-20	-1.6051653928001137E-20	-1.3074475325520334E-18	5.6503335944735E-18	0.0	4.996107376721267E-18	8.095950788347403E-17	-2.022524715115956E-18	9.704012951714925E-21	9.753391596815516E-19	7.531860535890771E-17	6.558765608171372E-17	6.324489371851976E-19	6.576350673893126E-17	7.673838158547796E-17	-6.460205381558615E-17	-6.453442722484241E-17	8.076244923978684E-17	0.0	-1.9166261129349757E-18	0.0	-1.2200900447662423E-18	0.0	2.1500500470331994E-16	0.0	7.643466289340505E-15	0.0	5.310590972423827E-12	5.3113739311951285E-12	1.7384767260443727E-11	0.0	4.144007174991873E-12	4.146482045527249E-12	1.4290873915271864E-11	1.2E-4	6.771909970718907E-4	6.77474148455616E-4	7.080685705680553E-4	0.0	0.0	0.0	0.0	0.0	3.965750711026526E-4	3.966129050549506E-4	4.625538951584847E-4	6.774905358685777E-4	0.0	4.08813805502613E-4	0.01197179557978964	0.11981451587762906	0.004066562214552797	0.27291867948845044	0.08662008877462947	0.002631353411885146	2.8651440693455514	1.034855930654381	0.3309280918139019	0.1195331399229946	4.77402069276882	0.006527136199835838	0.10147380031238343	0.09852619968761941	
320.000000	0.0	6.958885766402496E-31	2.4822469724620864E-29	0.0	1.781029646160076E-26	5.83038564119182E-26	0.0	1.3883536084322352E-26	4.7878304288803145E-26	4.379128831691884E-19	2.4591009310535E-18	2.570323147809682E-18	0.0	0.0	0.0	0.0	1.4210277419817845E-18	1.657446382987096E-18	-0.0	-0.0	0.0	-2.374706194880101E-28	-5.399141326708992E-28	-4.973169509189802E-27	-4.6278453614407843E-29	-1.1331589401493598E-28	-3.925890314300413E-27	-2.694917397179082E-20	-1.4829628900824252E-21	-1.9460140245210032E-18	0.0	0.0	0.0	-9.473518279878564E-20	-1.5761242733687422E-20	-1.2837928113305283E-18	5.6216682995956216E-18	0.0	4.989068773177634E-18	8.096342761487833E-17	-1.997479820538814E-18	9.622435080542281E-21	9.543394964531775E-19	7.537361085635206E-17	6.570935043584299E-17	6.194080158434817E-19	6.587570739554757E-17	7.675985480239986E-17	-6.474483125330843E-17	-6.467775415440514E-17	8.075077298115527E-17	0.0	-1.906185092652072E-18	0.0	-1.1980158205983501E-18	0.0	1.9069233266783568E-16	0.0	6.802029539294643E-15	0.0	4.880503994138867E-12	4.8812235436936135E-12	1.5976837033878923E-11	0.0	3.804465212490702E-12	3.806737302852729E-12	1.3119953158438211E-11	1.2E-4	6.738603111898186E-4	6.741418727819355E-4	7.043382133564587E-4	0.0	0.0	0.0	0.0	0.0	3.8940011950260923E-4	3.894372689520327E-4	4.541852354720713E-4	6.741581709214887E-4	0.0	4.014174271580162E-4	0.011971733048983373	0.1198141038433946	0.004060766701047186	0.2728534504907713	0.08659672102679879	0.002619057024251483	2.8651353599505582	1.0348646400493655	0.33099217216248855	0.11955765631991869	4.773966026981683	0.006529918655872634	0.10146144480887793	0.09853855519112491	
321.000000	0.0	6.171978003002223E-31	2.208961942459422E-29	0.0	1.6367900210362006E-26	5.358203478976397E-26	0.0	1.2745979404314506E-26	4.395540080578482E-26	4.379128831691884E-19	2.447102573600752E-18	2.5568861932271047E-18	0.0	0.0	0.0	0.0	1.3953180945178409E-18	1.6274593806661144E-18	-0.0	-0.0	0.0	-2.182386694714934E-28	-4.961884610586928E-28	-4.570409122277114E-27	-4.248659801438168E-29	-1.0403140467156772E-28	-3.604219868753552E-27	-2.6789195872420845E-20	-1.4637815950180365E-21	-1.9351734553689788E-18	0.0	0.0	0.0	-9.30212063011894E-20	-1.5476085743218234E-20	-1.2605660581606572E-18	5.59337113295092E-18	0.0	4.9821215322540335E-18	8.096753167943712E-17	-1.9727550710264248E-18	9.541869428614143E-21	9.336266825069856E-19	7.542802431451014E-17	6.583017063658423E-17	6.0653014883405515E-19	6.598717723779896E-17	7.678120479512866E-17	-6.488644710762944E-17	-6.481991567578335E-17	8.07391932486969E-17	0.0	-1.895754329266116E-18	0.0	-1.1763409697183164E-18	0.0	1.6912892696836237E-16	0.0	6.053154480790149E-15	0.0	4.485248323887718E-12	4.4859095995275025E-12	1.4682929920304476E-11	0.0	3.4927438476999743E-12	3.494829772820346E-12	1.20449712703618E-11	1.2E-4	6.705724360217945E-4	6.70852429131942E-4	7.006561235804282E-4	0.0	0.0	0.0	0.0	0.0	3.823549792150117E-4	3.8239145654578446E-4	4.4596798401220155E-4	6.708686380858146E-4	0.0	3.941548662429676E-4	0.0119716710267368	0.1198136951590562	0.004055046600625707	0.2727887562013672	0.08657355223615278	0.0026069128809142425	2.8651267183487255	1.0348732816511836	0.33105572097060915	0.119581970591849	4.773911788951186	0.00653267947146748	0.10144924204563237	0.09855075795437047	
322.000000	0.0	5.474053425831659E-31	1.9657423548087688E-29	0.0	1.5042318812712585E-26	4.9242616264172874E-26	0.0	1.1701629190207426E-26	4.035391881602564E-26	4.379128831691884E-19	2.4352583374533407E-18	2.5436229763978726E-18	0.0	0.0	0.0	0.0	1.3700735934780085E-18	1.5980149119181393E-18	-0.0	-0.0	0.0	-2.0056425083616782E-28	-4.560039660194704E-28	-4.200266959087637E-27	-3.900543063402475E-29	-9.55076320860607E-29	-3.3089057098810455E-27	-2.6631272723788692E-20	-1.4448618525937612E-21	-1.9244616604439146E-18	0.0	0.0	0.0	-9.133823956520056E-20	-1.519608789600872E-20	-1.2377595301586254E-18	5.565437139949885E-18	0.0	4.975264386379489E-18	8.097181488990346E-17	-1.948334005165457E-18	9.46230317607633E-21	9.131964762138834E-19	7.548185268271492E-17	6.595012052790927E-17	5.938131921008269E-19	6.609791794351583E-17	7.680243149119404E-17	-6.502690946778145E-17	-6.496091990430871E-17	8.072770938728676E-17	0.0	-1.88562779356514E-18	0.0	-1.1550582665483987E-18	0.0	1.500039017682907E-16	0.0	5.386666883831231E-15	0.0	4.122003089888806E-12	4.122610811024119E-12	1.3493811620558666E-11	0.0	3.2065635810088226E-12	3.2084785944631956E-12	1.1058067583849044E-11	1.2E-4	6.673267942690255E-4	6.676052375290714E-4	6.970216426581281E-4	0.0	0.0	0.0	0.0	0.0	3.754373016558212E-4	3.754731190281092E-4	4.3789940145718244E-4	6.676213598984805E-4	0.0	3.8702370169359316E-4	0.011971609509508194	0.11981328980129413	0.004049400862366733	0.2727245931429615	0.08655058094636667	0.0025949190673512745	2.865118144169012	1.034881855830896	0.3311187418292888	0.11960608408136184	4.7738579762938205	0.00653541876730115	0.10143719010197097	0.09856280989803187	
323.000000	0.0	4.855049855051328E-31	1.7492831276263424E-29	0.0	1.3824091822408823E-26	4.525463145317412E-26	0.0	1.0742848506910143E-26	3.704752291379389E-26	4.379128831691884E-19	2.423566146325154E-18	2.530531129719364E-18	0.0	0.0	0.0	0.0	1.3452858232977682E-18	1.569103161067837E-18	-0.0	-0.0	0.0	-1.843212242987843E-28	-4.190738617435373E-28	-3.8601013775829615E-27	-3.580949502303381E-29	-8.768224802294582E-29	-3.0377883169717905E-27	-2.647537684207954E-20	-1.426199778589464E-21	-1.913889256799262E-18	0.0	0.0	0.0	-8.968572155318454E-20	-1.4921155851337922E-20	-1.2153656245441267E-18	5.537861435506559E-18	0.0	4.9684960875664985E-18	8.097627215546353E-17	-1.924221893273076E-18	9.383723670945664E-21	8.930447059780263E-19	7.553510280983947E-17	6.606920396995506E-17	5.812550327429333E-19	6.620793124055428E-17	7.682353483555542E-17	-6.516622636948573E-17	-6.510077490045656E-17	8.071632074423267E-17	0.0	-1.875582170519229E-18	0.0	-1.1341606162379893E-18	0.0	1.3304152606560067E-16	0.0	4.793509928184972E-15	0.0	3.788175873437693E-12	3.788734377269582E-12	1.240099568452931E-11	0.0	2.9438316851965162E-12	2.9455897907481994E-12	1.0152025483885253E-11	1.2E-4	6.641228169728374E-4	6.64399730550792E-4	6.934341218022641E-4	0.0	0.0	0.0	0.0	0.0	3.6864478073224833E-4	3.686799500862138E-4	4.299767980459102E-4	6.644157670275802E-4	0.0	3.800215562485937E-4	0.011971548493779594	0.11981288774694618	0.004043828451699618	0.2726609578453715	0.08652780570856644	0.0025830736937766646	2.8651096370394007	1.034890362960495	0.33118123831860474	0.11962999812743647	4.773804586621073	0.006538136664180874	0.10142528708203352	0.09857471291796932	
324.000000	0.0	4.306042937725642E-31	1.5566422070215623E-29	0.0	1.2704524963446309E-26	4.158961906228402E-26	0.0	9.86262615692314E-27	3.4012035447984506E-26	4.379128831691884E-19	2.4120239542622255E-18	2.517608320731195E-18	0.0	0.0	0.0	0.0	1.32094652066953E-18	1.5407144900279976E-18	-0.0	-0.0	0.0	-1.6939366617928412E-28	-3.8513458798450277E-28	-3.547484673624599E-27	-3.2875420523077134E-29	-8.049803097020455E-29	-2.7888851112090702E-27	-2.632148094790716E-20	-1.407791552919591E-21	-1.903459329401163E-18	0.0	0.0	0.0	-8.806310137796865E-20	-1.4651197957231178E-20	-1.193376875953935E-18	5.510639206157394E-18	0.0	4.961815407061894E-18	8.098089848975348E-17	-1.900418431261008E-18	9.306118426674765E-21	8.731672689206931E-19	7.558778144622823E-17	6.61874248385751E-17	5.688535884849303E-19	6.631721890585554E-17	7.684451478400539E-17	-6.530440579524115E-17	-6.523948867184594E-17	8.07050266692882E-17	0.0	-1.8655285486916695E-18	0.0	-1.1136410522988295E-18	0.0	1.1799724839961816E-16	0.0	4.265621588721748E-15	0.0	3.4813842072432178E-12	3.4818974797171724E-12	1.1396682946059604E-11	0.0	2.702626902103548E-12	2.704240956107782E-12	9.320219638711262E-12	1.2E-4	6.609599434863857E-4	6.612353479966117E-4	6.898929218554674E-4	0.0	0.0	0.0	0.0	0.0	3.619751520740292E-4	3.620096851338073E-4	4.221975326812405E-4	6.612512985124167E-4	0.0	3.731460956567956E-4	0.011971487976056195	0.11981248897300188	0.004038328350110381	0.27259784684579014	0.08650522508131839	0.002571374894792109	2.865101196587064	1.0348988034128328	0.3312432140075006	0.11965371406536998	4.773751617540087	0.006540833283024396	0.101413531114423	0.09858646888557984	
325.000000	0.0	3.819117482850242E-31	1.3852007270432627E-29	0.0	1.16756280804399E-26	3.8221422765099626E-26	0.0	9.054525410073861E-27	3.1225259731231815E-26	4.379128831691884E-19	2.400629745260488E-18	2.504852251526013E-18	0.0	0.0	0.0	0.0	1.297047571787802E-18	1.512839435086443E-18	-0.0	-0.0	0.0	-1.55675041072532E-28	-3.539439291287963E-28	-3.260185754901234E-27	-3.018175136691287E-29	-7.390244773719319E-29	-2.560375957782018E-27	-2.6169558161217324E-20	-1.38963341687367E-21	-1.8931571778258953E-18	0.0	0.0	0.0	-8.64698381191868E-20	-1.4386124219909388E-20	-1.1717859541957363E-18	5.483765709829105E-18	0.0	4.955221135004406E-18	8.098568899689938E-17	-1.876910094114117E-18	9.2294751198506E-21	8.535601295903968E-19	7.56398952455766E-17	6.630478702540964E-17	5.566068071565514E-19	6.642578276450577E-17	7.686537131003665E-17	-6.544145567573808E-17	-6.537706917357351E-17	8.069382651466596E-17	0.0	-1.8556947006545636E-18	0.0	-1.0934927342821607E-18	0.0	1.0465417108200634E-16	0.0	3.795825462868845E-15	0.0	3.199438572149703E-12	3.1999102764026944E-12	1.047370586272504E-11	0.0	2.481185393189438E-12	2.4826671986070912E-12	8.556567554328255E-12	1.2E-4	6.578376213699107E-4	6.581115352998206E-4	6.86397413128837E-4	0.0	0.0	0.0	0.0	0.0	3.554261922785273E-4	3.5546010055613746E-4	4.1455901204951427E-4	6.58127401733765E-4	0.0	3.6639502789895907E-4	0.01197142795286603	0.1198120934566016	0.004032899554853104	0.27253525668906337	0.08648283763061992	0.002559820829053719	2.865092822438354	1.0349071775615442	0.3313046724535971	0.11967723322669888	4.773699066653908	0.006543508744844174	0.10140192035187305	0.09859807964812979	
326.000000	0.0	3.3872533457638025E-31	1.2326275377851005E-29	0.0	1.0730058114212868E-26	3.5126004533631833E-26	0.0	8.312636934129354E-27	2.8666817733827305E-26	4.379128831691884E-19	2.389381532363801E-18	2.4922606581717963E-18	0.0	0.0	0.0	0.0	1.2735810096444741E-18	1.4854687037512818E-18	-0.0	-0.0	0.0	-1.4306744152283824E-28	-3.252792855922529E-28	-2.9961542179089484E-27	-2.7708789780431184E-29	-6.784726933232649E-29	-2.350589855928165E-27	-2.60195819892615E-20	-1.3717216774399398E-21	-1.8829885126464458E-18	0.0	0.0	0.0	-8.490540064296493E-20	-1.412584627378718E-20	-1.1505856617078453E-18	5.457236271274151E-18	0.0	4.948712080089813E-18	8.099063888313008E-17	-1.8536986011921957E-18	9.153781588049093E-21	8.34219318702163E-19	7.569145076678641E-17	6.642129443697372E-17	5.445126661840876E-19	6.653362468880515E-17	7.688610440205492E-17	-6.557738389050632E-17	-6.55135243090352E-17	8.068271963505047E-17	0.0	-1.845946001512762E-18	0.0	-1.0737089454987717E-18	0.0	9.281992312032887E-17	0.0	3.377733568004317E-15	0.0	2.9403267709026836E-12	2.9407602734063617E-12	9.625477363284836E-12	0.0	2.2778878412447396E-12	2.279248233952931E-12	7.855485098231784E-12	1.2E-4	6.547553061435717E-4	6.550277488068198E-4	6.829469752436327E-4	0.0	0.0	0.0	0.0	0.0	3.489957181695676E-4	3.490290129687515E-4	4.0705868975607226E-4	6.550435318869648E-4	0.0	3.597661024237392E-4	0.011971368420759649	0.11981170117503413	0.004027541078667807	0.2724731839279611	0.08646064192988988	0.002548409678963992	2.865084514218917	1.0349154857809848	0.33136561720301005	0.1197005569391189	4.773646931562026	0.006546163170731956	0.10139045297093868	0.09860954702906416	
327.000000	0.0	3.0042242166965942E-31	1.0968476231820297E-29	0.0	9.861066695599192E-27	3.228127308612969E-26	0.0	7.631535582066878E-27	2.631800107564426E-26	4.379128831691884E-19	2.3782773575403522E-18	2.479831310145262E-18	0.0	0.0	0.0	0.0	1.2505390113728236E-18	1.4585931716530267E-18	-0.0	-0.0	0.0	-1.3148088927465587E-28	-2.989360852070733E-28	-2.7535057145923232E-27	-2.543845194022293E-29	-6.22882183119246E-29	-2.1579927195230057E-27	-2.587152632494885E-20	-1.3540527013987954E-21	-1.8729472015072718E-18	0.0	0.0	0.0	-8.336926742485489E-20	-1.3870277352013552E-20	-1.1297689310657523E-18	5.431046283858346E-18	0.0	4.942287069242779E-18	8.09957434422618E-17	-1.8307768781936894E-18	9.079025827529778E-21	8.151409319030935E-19	7.574245447576955E-17	6.653695099449674E-17	5.325691720917724E-19	6.664074659733661E-17	7.690671406465714E-17	-6.571219826865607E-17	-6.564886193105689E-17	8.067170538761075E-17	0.0	-1.8363588471382802E-18	0.0	-1.0542830907795525E-18	0.0	8.232388674993806E-17	0.0	3.005659797658688E-15	0.0	2.702199567430223E-12	2.702597962016868E-12	8.845943837735715E-12	0.0	2.091247608931867E-12	2.0924965369626612E-12	7.211845667160128E-12	1.2E-4	6.517124612535778E-4	6.519834510765505E-4	6.795409969760148E-4	0.0	0.0	0.0	0.0	0.0	3.4268158606962253E-4	3.4271427848960994E-4	3.996940654763509E-4	6.519991521841516E-4	0.0	3.5325710939740546E-4	0.011971309376309674	0.1198113121057335	0.004022251949504007	0.27241162512344075	0.08643863655995879	0.0025371396503389198	2.8650762715537454	1.0349237284461565	0.33142605179017204	0.11972368652640782	4.773595209860723	0.0065487966818434705	0.10137912717166231	0.09862087282834053	
328.000000	0.0	2.6645078542687858E-31	9.760139823898965E-30	0.0	9.062451983459546E-27	2.966692622816043E-26	0.0	7.006240720016869E-27	2.4161634226601675E-26	4.379128831691884E-19	2.367315291056861E-18	2.467562009776222E-18	0.0	0.0	0.0	0.0	1.2279138956397153E-18	1.432203879502962E-18	-0.0	-0.0	0.0	-1.2083269311279395E-28	-2.747263232626785E-28	-2.5305085040252918E-27	-2.3354135733389563E-29	-5.718464502194935E-29	-1.9811761588756264E-27	-2.57253654385023E-20	-1.3366229162581474E-21	-1.863029821594005E-18	0.0	0.0	0.0	-8.186092637598102E-20	-1.3619332257549768E-20	-1.1093288227865384E-18	5.405191207162891E-18	0.0	4.9359449472953074E-18	8.100099806482392E-17	-1.808139902145045E-18	9.005195991093456E-21	7.963211285634407E-19	7.579291274718427E-17	6.665176063356545E-17	5.207743600128118E-19	6.674715045403995E-17	7.692720031609878E-17	-6.584590659006006E-17	-6.57830898425519E-17	8.066078313201431E-17	0.0	-1.8269619260057046E-18	0.0	-1.0352086942773658E-18	0.0	7.301473758850838E-17	0.0	2.6745428688732457E-15	0.0	2.483357489153819E-12	2.4837236190965024E-12	8.129541934494371E-12	0.0	1.9198998675661237E-12	1.921046463852745E-12	6.620942700313327E-12	1.2E-4	6.487085579007031E-4	6.489781128145524E-4	6.761788761047822E-4	0.0	0.0	0.0	0.0	0.0	3.3648169108520384E-4	3.365137920244149E-4	3.924626841223926E-4	6.489937335761543E-4	0.0	3.4686587896718855E-4	0.011971250816110435	0.11981092622627701	0.004017031210249927	0.27235057684490793	0.08641682010906185	0.002526008972099316	2.8650680940672517	1.034931905932642	0.3314859797376601	0.11974662330835008	4.773543899143541	0.006551409399383375	0.10136794117726408	0.09863205882273876	
329.000000	0.0	2.3632064697444623E-31	8.684825952670275E-30	0.0	8.328514403177718E-27	2.726430596177198E-26	0.0	6.432179805763463E-27	2.2181948915393122E-26	4.379128831691884E-19	2.3564934309472076E-18	2.4554505917026625E-18	0.0	0.0	0.0	0.0	1.2056981200849552E-18	1.4062920301064526E-18	-0.0	-0.0	0.0	-1.1104685870903624E-28	-2.5247722078125686E-28	-2.325571093273255E-27	-2.1440599352544876E-29	-5.249923036543219E-29	-1.8188471817001166E-27	-2.5581073970373587E-20	-1.31942881007273E-21	-1.8532423585700683E-18	0.0	0.0	0.0	-8.037987467233034E-20	-1.3372927334766499E-20	-1.089258522874764E-18	5.379666565312199E-18	0.0	4.929684576672066E-18	8.100639822713671E-17	-1.7857896975657004E-18	8.932280385947282E-21	7.777561305944277E-19	7.584283186617268E-17	6.676572730373284E-17	5.091262932109873E-19	6.68528382672924E-17	7.694756319109565E-17	-6.59785165856765E-17	-6.591621579744891E-17	8.0649952230439E-17	0.0	-1.8176171144678562E-18	0.0	-1.016479397307875E-18	0.0	6.475826294879111E-17	0.0	2.379877720833769E-15	0.0	2.282238698136674E-12	2.282575176441225E-12	7.471158856380583E-12	0.0	1.7625916166376073E-12	1.7636442658001394E-12	6.0784552639406364E-12	1.2E-4	6.457430748946763E-4	6.460112136965979E-4	6.728600192620488E-4	0.0	0.0	0.0	0.0	0.0	3.30393966405176E-4	3.3042548656485245E-4	3.853621350244119E-4	6.460267545577696E-4	0.0	3.405902805379312E-4	0.011971192736777658	0.11981054351438265	0.004011877918467549	0.27229003567046683	0.08639519117282854	0.002515015895963351	2.8650599813833555	1.0349400186165343	0.33154540455602344	0.11976936860066091	4.77349299700169	0.0065540014445904845	0.10135689323383296	0.09864310676616989	
330.000000	0.0	2.095976114198569E-31	7.72790134012521E-30	0.0	7.65401596974929E-27	2.505626532871242E-26	0.0	5.9051549514656306E-27	2.0364468828178485E-26	4.379128831691884E-19	2.345809902794586E-18	2.443494922336124E-18	0.0	0.0	0.0	0.0	1.1838842788068956E-18	1.3808489854302404E-18	-0.0	-0.0	0.0	-1.0205354626332387E-28	-2.3202999145284174E-28	-2.137230879151399E-27	-1.9683849838218766E-29	-4.819771292237618E-29	-1.669818737939497E-27	-2.5438626928338633E-20	-1.302466927220508E-21	-1.8435789822472506E-18	0.0	0.0	0.0	-7.892561858712637E-20	-1.3130980441556324E-20	-1.069551340654984E-18	5.354467947831209E-18	0.0	4.923504837081957E-18	8.101193950292735E-17	-1.763719511323378E-18	8.860267471538674E-21	7.594422212901996E-19	7.589221803001997E-17	6.687885496800228E-17	4.976230626113479E-19	6.695781208899233E-17	7.696780273346428E-17	-6.61100359386384E-17	-6.604824750140722E-17	8.063921204758627E-17	0.0	-1.8083968065637763E-18	0.0	-9.98088956229951E-19	0.0	5.743542685558629E-17	0.0	2.1176544387179918E-15	0.0	2.0974078445074145E-12	2.0977170725610014E-12	6.866095872050026E-12	0.0	1.618172521090455E-12	1.6191389207494025E-12	5.58041645565672E-12	1.2E-4	6.42815498594485E-4	6.430822392381258E-4	6.695838417867442E-4	0.0	0.0	0.0	0.0	0.0	3.2441638261174416E-4	3.2444733249951794E-4	3.7839005112715447E-4	6.430977012634143E-4	0.0	3.3442822206181745E-4	0.011971135134948097	0.119810163947907	0.0040067911461329824	0.27222999818716725	0.08637374835427515	0.0025041586961318464	2.8650519331254984	1.034948066874394	0.3316043297436182	0.11979192371491829	4.773442501024334	0.00655657293872319	0.10134598161001265	0.09865401838999019	
331.000000	0.0	1.8589640505538277E-31	6.876341200097992E-30	0.0	7.034142905164826E-27	2.302704603744696E-26	0.0	5.421312226089334E-27	1.8695903754191038E-26	4.379128831691884E-19	2.3352628591105306E-18	2.4316928993374372E-18	0.0	0.0	0.0	0.0	1.1624650998936399E-18	1.3558662637229108E-18	-0.0	-0.0	0.0	-9.378857206886432E-29	-2.1323870843042846E-28	-1.9641437099191374E-27	-1.807104075363111E-29	-4.424863842700567E-29	-1.5330010393188893E-27	-2.5297999679217893E-20	-1.2857338696920915E-21	-1.834038492569966E-18	0.0	0.0	0.0	-7.749767332624266E-20	-1.2893410921951387E-20	-1.0502007065293274E-18	5.329591007136394E-18	0.0	4.9174046252159314E-18	8.101761754120819E-17	-1.7419260734530013E-18	8.789145857506773E-21	7.413757441942215E-19	7.594107734980292E-17	6.69911476023649E-17	4.8626278634028165E-19	6.706207401364386E-17	7.69879190085773E-17	-6.624047228484362E-17	-6.617919261245022E-17	8.062856195069447E-17	0.0	-1.7992915220528755E-18	0.0	-9.800312403640143E-19	0.0	5.0940653869795746E-17	0.0	1.8843038780682697E-15	0.0	1.9275458226097916E-12	1.9278300073192247E-12	6.310034782479898E-12	0.0	1.48558649935717E-12	1.4864737164232522E-12	5.12318439746871E-12	1.2E-4	6.399253227382115E-4	6.401906830035873E-4	6.663497675809501E-4	0.0	0.0	0.0	0.0	0.0	3.1854694700393714E-4	3.18577336937334E-4	3.715441082008275E-4	6.402060671764815E-4	0.0	3.2837764934097414E-4	0.011971078007279257	0.1198097875048434	0.004001769979382161	0.2721704609912509	0.0863524902637977	0.002493435668993727	2.8650439489167514	1.034956051083144	0.33166275878644375	0.11981428995848588	4.7733924087991175	0.006559124003045009	0.10133520459670504	0.0986647954032978	
332.000000	0.0	1.6487532075587524E-31	6.118552578698003E-30	0.0	6.464471283284766E-27	2.1162166000615326E-26	0.0	4.977113473064183E-27	1.7164052404242307E-26	4.379128831691884E-19	2.324850478961499E-18	2.420042451102316E-18	0.0	0.0	0.0	0.0	1.1414334429988174E-18	1.331335536687326E-18	-0.0	-0.0	0.0	-8.619295044379688E-29	-1.959692628977408E-28	-1.8050742921938784E-27	-1.6590378243547278E-29	-4.0623129770593745E-29	-1.407393590129602E-27	-2.515916794389747E-20	-1.2692262952108941E-21	-1.8246188397878597E-18	0.0	0.0	0.0	-7.609556286658784E-20	-1.2660139579233908E-20	-1.0312001697388236E-18	5.305031458016061E-18	0.0	4.91138285445115E-18	8.102342808494324E-17	-1.7204055113863227E-18	8.718904301607126E-21	7.235531019900616E-19	7.59894158520035E-17	6.710260919564328E-17	4.750436092752351E-19	6.716562617745158E-17	7.700791208736698E-17	-6.636983321360301E-17	-6.630905874167581E-17	8.061800130955064E-17	0.0	-1.790307322376613E-18	0.0	-9.623002299487639E-19	0.0	4.5180306976858326E-17	0.0	1.6766492552814223E-15	0.0	1.7714403567671807E-12	1.7717015263092269E-12	5.799007103183841E-12	0.0	1.3638640006326372E-12	1.364678522984437E-12	4.7034156054123514E-12	1.2E-4	6.370720483407076E-4	6.373360457112629E-4	6.631572289689393E-4	0.0	0.0	0.0	0.0	0.0	3.12783702933304E-4	3.1281354304318236E-4	3.648220240662695E-4	6.373513530670774E-4	0.0	3.2243654534267E-4	0.011971021350449099	0.11980941416331996	0.0039968135182619135	0.27211142068838434	0.08633141551916239	0.0024828451328265774	2.8650360283798433	1.034963971620051	0.3317206951579836	0.11983646863444901	4.773342717912408	0.006561654758810481	0.10132456050676913	0.09867543949323371	
