FlowPPS001_gal	FlowS001S002_gal	FlowS002S003_gal	FlowS003S004_gal	FlowS004S005_gal	FlowS005PV_gal	FlowPVNULL_gal	FlowPPS001_galM	FlowS001S002_galM	FlowS002S003_galM	FlowS003S004_galM	FlowS004S005_galM	FlowS005PV_galM	FlowPVNULL_galM	DiffPPS001_gal	DiffS001S002_gal	DiffS002S003_gal	DiffS003S004_gal	DiffS004S005_gal	DiffS005PV_gal	DiffD001D002_gal	DiffD002D003_gal	DiffD003D004_gal	DiffD004D005_gal	DiffS001D001_gal	DiffS002D002_gal	DiffS003D003_gal	DiffS004D004_gal	DiffS005D005_gal	DiffPPS001_galM	DiffS001S002_galM	DiffS002S003_galM	DiffS003S004_galM	DiffS004S005_galM	DiffS005PV_galM	DiffD001D002_galM	DiffD002D003_galM	DiffD003D004_galM	DiffD004D005_galM	DiffS001D001_galM	DiffS002D002_galM	DiffS003D003_galM	DiffS004D004_galM	DiffS005D005_galM	H01__GALK	H01__GALKM	H01__IMP	H01__ATPS	H01__ALDR	H01__NADPR	H01__GALT	H01__GALE	H01__UGP	H01__UGALP	H01__PPASE	H01__NDKU	H01__PGM1	H01__GTFGAL	H01__GTFGLC	D001__GLUT2_GAL	D001__GLUT2_GALM	D002__GLUT2_GAL	D002__GLUT2_GALM	D003__GLUT2_GAL	D003__GLUT2_GALM	D004__GLUT2_GAL	D004__GLUT2_GALM	D005__GLUT2_GAL	D005__GLUT2_GALM	PP__gal	S001__gal	D001__gal	S002__gal	D002__gal	S003__gal	D003__gal	S004__gal	D004__gal	S005__gal	D005__gal	PV__gal	PP__galM	S001__galM	D001__galM	S002__galM	D002__galM	S003__galM	D003__galM	S004__galM	D004__galM	S005__galM	D005__galM	PV__galM	H01__gal	H01__galM	H01__h2oM	H01__glc1p	H01__glc6p	H01__gal1p	H01__udpglc	H01__udpgal	H01__galtol	H01__atp	H01__adp	H01__utp	H01__udp	H01__phos	H01__ppi	H01__nadp	H01__nadph	
35.000000	7.298548052819808E-15	-1.3827847207331109E82	-1.2899837084550643E82	-1.2908361594797809E82	-1.2908314304879443E82	-1.2914504702546473E82	1.0337278062565914E79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.218564804887407E80	-6.186734151869775E79	5.683006831443642E77	-3.1526612243863176E75	4.1269317780199097E77	-8.616561320406026E80	6.108390235115527E79	-5.216251899289268E77	2.7321266966434874E75	-3.693144183102222E77	-1.8430935895900795E85	-1.72045172669487E85	-1.721521744222952E85	-1.7215160397358653E85	-1.7222794904597054E85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.566467989970338E-15	-0.0	2.753560870076888E-16	1.3905708563026733E-13	2.609998558716526E-4	-2.7840000000280037E-13	-8.825249718346867E-15	4.0108552169345275E-15	-2.4373664386662963E-14	2.270163521846009E-18	5.568000000905989E-19	-3.670596649472728E-13	3.428493244587124E-14	1.2088890477154511E-19	0.0	4.0E-11	0.0	3.734740538800956E-11	0.0	3.7370057185210234E-11	0.0	3.73699385414387E-11	0.0	3.7385976178171676E-11	0.0	2.0	3.0289916714818806E99	-7.629477234896763E99	2.825004694363201E99	-7.121750493746034E99	2.82692598217131E99	-7.126205698395762E99	2.8269150443541103E99	-7.126181712016868E99	2.8283114172555925E99	-7.129342436238074E99	-2.263891812381875E96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.4288178026027466E10	0.0	0.0	2.5281857197403723	12.277267926680219	1.4130171134535447	-14.99151638152667	0.6307551179932196	5.4288214101421455E10	1489.7896283415705	-1485.8896283415704	51.582488091669546	-36.41172682813614	-1507.7086237787885	-14.802847743822786	5.4288214159427666E10	-5.428821415922767E10	
36.000000	7.298548052819808E-15	1.1053620632950747E85	1.0309216255625679E85	1.0316227561321067E85	1.0316187646228857E85	1.0321283393589418E85	-8.26156158952722E81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.369080421967165E83	4.962695848833791E82	-4.674203796926142E80	2.6610061474503166E78	-3.3971649070412317E80	6.88636330345263E83	-4.900056883292826E82	4.299705814371593E80	-2.3149188624327427E78	3.050406295561566E80	1.473320975050953E88	1.3749407331448859E88	1.3758221561867793E88	1.3758173286124724E88	1.3764472564975352E88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4948702703906684E-15	-0.0	2.789138867282984E-16	1.390571317556044E-13	2.609998554668923E-4	-2.78400000002718E-13	-9.395434614944514E-15	3.9837159427787E-15	-2.508172561854681E-14	2.2272207993698493E-18	5.5680000008788875E-19	-3.8961377469938917E-13	3.196627874652024E-14	1.2015121107296964E-19	0.0	4.0E-11	-0.0	3.733807847893736E-11	-0.0	3.736143632908914E-11	-0.0	3.736131057274617E-11	-0.0	3.737788169091794E-11	-0.0	2.0	-2.4212970193815883E102	6.098805309447514E102	-2.2576705459045034E102	5.691519588749338E102	-2.2592496860266007E102	5.695188998794131E102	-2.259240466730294E102	5.695168707570432E102	-2.2603889537950516E102	5.6977766375568115E102	1.8093043059911215E99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.588488719578793E10	0.0	0.0	2.42859016811473	12.472826990695099	1.5023911196393325	-15.11185094339741	0.5976609130007399	5.588492443007303E10	1492.990245365609	-1489.090245365609	49.35238860338767	-34.02819857299105	-1508.3620568928347	-14.956279181958104	5.58849244897824E10	-5.5884924489582405E10	
37.000000	7.298548052819808E-15	-8.835976323052949E87	-8.238858483359972E87	-8.244621198391604E87	-8.244587554653051E87	-8.248778698668139E87	6.602647209724997E84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.890650882035298E86	-3.9807855979531666E85	3.841810021087596E83	-2.2429159035656785E81	2.7940960100582295E83	-5.503587563918576E86	3.9307033437923764E85	-3.5413375917254227E83	1.9583004459190573E81	-2.516906092427605E83	-1.1777343988996432E91	-1.0988171624767467E91	-1.0995426699691839E91	-1.099538590727738E91	-1.1000578405450518E91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.422675544116392E-15	-0.0	2.822471475334459E-16	1.3905717850132058E-13	2.609998550860847E-4	-2.7840000000264033E-13	-1.0034317411259435E-14	3.954204819197157E-15	-2.5653754779353616E-14	2.1695228775590483E-18	5.568000000852116E-19	-4.160638167732062E-13	2.9795633962349676E-14	1.1924761376106326E-19	0.0	4.0E-11	0.0	3.732875079604683E-11	0.0	3.7352817214688585E-11	0.0	3.735268413141952E-11	0.0	3.7369788661595885E-11	0.0	2.0	1.9355217710476666E105	-4.875226112011055E105	1.804271666857702E105	-4.548515556851452E105	1.805568735155317E105	-4.551535455101135E105	1.8055609745799659E105	-4.551518315606705E105	1.8065048320427645E105	-4.553668031058315E105	-1.4459975808786763E102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.748159636343036E10	0.0	0.0	2.341864911188623	12.655106771698426	1.5952118961992274	-15.231595977715036	0.5604773488104098	5.748163475639495E10	1496.35311690125	-1492.4531169012498	46.963976389980346	-31.482857761075767	-1509.028749184086	-15.113210457266065	5.748163481780748E10	-5.748163481760748E10	
38.000000	7.298548052819808E-15	7.063249326635146E90	6.584281730451114E90	6.589015088100082E90	6.588986767634022E90	6.592431162157647E90	-5.276841414152108E87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.708832884423431E89	3.193117307893545E88	-3.155571765977845E86	1.8880310706198133E84	-2.2962630157495874E86	4.398472002381199E89	-3.1530746263746056E88	2.914495535859474E86	-1.6541279166765008E84	2.0746844989709078E86	9.414502026542585E93	8.781462655602463E93	8.787430001774406E93	8.787395582388835E93	8.791671830602986E93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.349677777724235E-15	-0.0	2.8538471359444876E-16	1.3905722564064604E-13	2.609998547272338E-4	-2.7840000000256697E-13	-1.075872918174032E-14	3.922097004464719E-15	-2.6109174425977652E-14	2.0966302795389535E-18	5.568000000825846E-19	-4.476454667475052E-13	2.777315249036325E-14	1.1812433400619808E-19	0.0	4.0E-11	-0.0	3.731942233936852E-11	-0.0	3.734419984244468E-11	-0.0	3.734405921721798E-11	-0.0	3.7361697090024035E-11	-0.0	2.0	-1.5472057083162995E108	3.8971288169792544E108	-1.4419269544994458E108	3.6350559754750497E108	-1.4429916685754445E108	3.6375395283608344E108	-1.442985144074051E108	3.637525071679642E108	-1.443760249792891E108	3.63929545410922E108	1.155642533378253E105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.907830552908904E10	0.0	0.0	2.2658669190279714	12.825013683567208	1.6919990583762048	-15.34949898272946	0.5186652102931398	5.9078345080521545E10	1499.9096413344175	-1496.0096413344174	44.385144695386266	-28.744310922949996	-1509.7077954382687	-15.272928284469614	5.907834514363723E10	-5.907834514343723E10	
39.000000	7.298548052819808E-15	-5.64617760487181E93	-5.261986583035163E93	-5.265872016458258E93	-5.265848206764788E93	-5.268676779932271E93	4.217256280871799E90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7641184032478734E92	-2.5612734789109792E91	2.5902889487301873E89	-1.587312898040461E87	1.8857154449893988E89	-3.515262690808762E92	2.529257820902436E91	-2.3968700930405319E89	1.3952103453305809E87	-1.708591237572319E89	-7.525707793275665E96	-7.017917401091809E96	-7.02282217323666E96	-7.022793170931868E96	-7.026311801153289E96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.275624829629187E-15	-0.0	2.8835256798949985E-16	1.3905727290507418E-13	2.609998543885592E-4	-2.7840000000249755E-13	-1.1593277852111318E-14	3.88708692261203E-15	-2.6465217120658765E-14	2.007598286271289E-18	5.5680000008002065E-19	-4.862456274522001E-13	2.5890371600032858E-14	1.166999470337045E-19	0.0	4.0E-11	0.0	3.7310093108933024E-11	0.0	3.733558421279353E-11	0.0	3.733543582990068E-11	0.0	3.735360697602101E-11	0.0	2.0	1.236795972844148E111	-3.115263342547258E111	1.15235040886688E111	-2.9050424987333035E111	1.1532238711312946E111	-2.907083558636765E111	1.15321839234731E111	-2.9070713813103093E111	1.1538544651585852E111	-2.908528105721772E111	-9.235905285554338E107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.067501469288738E10	0.0	0.0	2.198459813848701	12.983402368007088	1.7934210688255159	-15.46426046725706	0.47153286451931486	6.067505540257624E10	1503.7027620359968	-1499.8027620359967	41.572348748324615	-25.76962114558692	-1510.398342052682	-15.434824807156824	6.067505546739508E10	-6.067505546719508E10	
40.000000	7.298548052819808E-15	4.513407419668519E96	4.205242416400738E96	4.2084299195553157E96	4.208409925971225E96	4.2107311299603164E96	-3.3704349268955393E93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0089382797790125E95	2.0544333551185374E94	-2.1250021030518527E92	1.3329056060851815E90	-1.5474693260612434E92	2.809401043258141E95	-2.0288356102882308E94	1.9698213268225962E92	-1.1752304435069441E90	1.4058807427141358E92	6.015854932217094E99	5.60853733054739E99	5.612566076777172E99	5.612541670722159E99	5.615434545929536E99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.200194037879872E-15	-0.0	2.9117495438880793E-16	1.3905731996755105E-13	2.609998540684679E-4	-2.784000000024319E-13	-1.2575446004737433E-14	3.848755455806181E-15	-2.6736527078007942E-14	1.9007616994707813E-18	5.56800000077529E-19	-5.349097129633384E-13	2.4130471752468894E-14	1.1484444520315144E-19	0.0	4.0000000000000004E-11	-0.0	3.730076310477094E-11	-0.0	3.732697032617126E-11	-0.0	3.7326813969226546E-11	-0.0	3.734551831940545E-11	-0.0	2.0	-9.886625211340184E113	2.490260461600865E114	-9.209283212190115E113	2.3216344870043901E114	-9.216444784929736E113	2.3233107968754697E114	-9.216398830350502E113	2.323300552687298E114	-9.221615098528399E113	2.3244982113967928E114	7.381343651112144E110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.227172385493904E10	0.0	0.0	2.1374703966731117	13.131024570377578	1.9003735841115843	-15.574438658550926	0.4181567991687125	6.227176572267272E10	1507.7940551794736	-1503.8940551794735	38.46350254547433	-22.497220686092163	-1511.0996381706557	-15.59838176753842	6.227176578919472E10	-6.227176578899472E10	
41.000000	7.298548052819808E-15	-3.607900459259306E99	-3.3607198028098153E99	-3.36333325694851E99	-3.3633164868632703E99	-3.3652200460609096E99	2.69365456660092E96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4052669728395373E98	-1.647871042996603E97	1.7423027591295745E95	-1.1180056826171465E93	1.2690394650924453E95	-2.24527580041834E98	1.6274046658458786E97	-1.6178020688251565E95	9.886637967941184E92	-1.1558571427603873E95	-4.808917909384425E102	-4.482197058731977E102	-4.485504167902976E102	-4.485483655048789E102	-4.487860224752842E102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1229519944274824E-15	-0.0	2.938756533315401E-16	1.3905736640824367E-13	2.6099985376553037E-4	-2.7840000000236957E-13	-1.3765562031220223E-14	3.806514857519402E-15	-2.69348325216327E-14	1.7733656808650753E-18	5.568000000751157E-19	-5.989290887319983E-13	2.2468052673480053E-14	1.1233554502742784E-19	0.0	4.0000000000000004E-11	0.0	3.7291432326912926E-11	0.0	3.731835818301397E-11	0.0	3.731819363495436E-11	0.0	3.7337431119995984E-11	0.0	2.0	7.903111051183163E116	-1.99064944343591E117	7.359817859225902E116	-1.855389828966274E117	7.365686493569904E116	-1.856765716511791E117	7.36564798974969E116	-1.856757109097126E117	7.369922976919957E116	-1.8577410149942203E117	-5.8991763793437745E113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.3868433015348915E10	0.0	0.0	2.080583539287596	13.26847664560673	2.0141185497638157	-15.678290868558964	0.3572408217504067	6.386847604091593E10	1512.277470401568	-1508.377470401568	34.964221035383154	-18.833170988574643	-1511.8110881779014	-15.763152674050506	6.386847610914108E10	-6.3868476108941086E10	
42.000000	7.298548052819808E-15	2.884061788691579E102	2.685799215278083E102	2.687940840766289E102	2.6879267896671865E102	2.6894868496315557E102	-2.1527711138350056E99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9227078591277192E101	1.3217504894233077E100	-1.4277503254708208E98	9.367399401633451E95	-1.0400399762460894E98	1.7944264138302606E101	-1.305386837438044E100	1.3278653046256609E98	-8.306992336242874E95	9.495648885152291E97	3.84412390087484E105	3.582054972344629E105	3.5847680845307356E105	3.5847508641088135E105	3.586701849790279E105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.043283128142397E-15	-0.0	2.964797409959969E-16	1.3905741164349172E-13	2.609998534784598E-4	-2.7840000000231024E-13	-1.5268429095144662E-14	3.759509854045365E-15	-2.7068495494422527E-14	1.6208613160829187E-18	5.568000000727846E-19	-6.88487669738846E-13	2.08674973853169E-14	1.0875652396321147E-19	0.0	4.0E-11	-0.0	3.728210077538966E-11	-0.0	3.730974778375779E-11	-0.0	3.7309574826842785E-11	-0.0	3.73293453776113E-11	-0.0	2.0	-6.31754149482704E119	1.5912734085503352E120	-5.8817731826817845E119	1.4827791324476984E120	-5.886579811583429E119	1.4839077701089425E120	-5.8865475838048964E119	1.483900546356675E120	-5.8900490110969465E119	1.4847082587343865E120	4.714627001732209E116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.546514217421404E10	0.0	0.0	2.025112011597113	13.396137055796007	2.1365551707790544	-15.773479182240902	0.2868423313080576	6.546518635740294E10	1517.3092629068078	-1513.4092629068077	30.917868545106632	-14.621231694173835	-1512.5323141959789	-15.928742219155797	6.5465186427331245E10	-6.546518642713125E10	
43.000000	7.298548052819808E-15	-2.3054440087839116E105	-2.146420210479495E105	-2.1481742810800316E105	-2.1481625202805186E105	-2.1494402870477428E105	1.720496586163215E102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5369626725226076E104	-1.0601586553627765E103	1.1693804003575245E101	-7.840533008548097E98	8.518445114827391E100	-1.4341071890892707E104	1.047075289376522E103	-1.089245117991687E101	6.971623543360298E98	-7.795210051683243E100	-3.0728926998194716E108	-2.862684691448292E108	-2.8649092288357706E108	-2.864894788589166E108	-2.866495292592202E108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.960250086541256E-15	-0.0	2.9901657046208257E-16	1.3905745476591596E-13	2.6099985320609533E-4	-2.7840000000225385E-13	-1.728738701337265E-14	3.706423468212782E-15	-2.71415163693689E-14	1.4353912658236851E-18	5.568000000705382E-19	-8.263855708878483E-13	1.927800029111724E-14	1.0321634755707497E-19	0.0	4.0E-11	0.0	3.727276845023192E-11	0.0	3.730113912883886E-11	0.0	3.7300957544650276E-11	0.0	3.732126109207014E-11	0.0	2.0	5.050078474960346E122	-1.2720226048189224E123	4.7005583490048355E122	-1.1849983025069729E123	4.704493205145673E122	-1.1859235993278967E123	4.7044662570450624E122	-1.185917543528532E123	4.707332436638987E122	-1.1865801552104322E123	-3.767934101381422E119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.7061851331624344E10	0.0	0.0	1.9674599028207702	13.51407345129903	2.270820751624999	-15.85643813529437	0.20376666205391827	6.706189667222371E10	1523.1851771501192	-1519.2851771501191	26.028350401181992	-9.565678927941587	-1513.263248973072	-16.094779616337366	6.706189674385518E10	-6.706189674365518E10	
44.000000	7.298548052819808E-15	1.842912021000453E108	1.7153625492647567E108	1.7167984860959984E108	1.7167886519956364E108	1.71783459947035E108	-1.3750224049395364E105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.228608014000302E107	8.503298115713077E105	-9.5729122082793E103	6.556066908024284E101	-6.9729831647564285E103	1.1461397479168596E107	-8.398691599165371E105	8.93001429505261E103	-5.844435393190404E101	6.394847207548118E103	2.4563905582471273E111	2.2877826045239693E111	2.2896055584961505E111	2.2895934625220248E111	2.2909055833837925E111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.872282388939615E-15	-0.0	3.0152600900901757E-16	1.390574941256665E-13	2.6099985294738615E-4	-2.784000000022003E-13	-2.029113181680705E-14	3.645044212803279E-15	-2.715074023376416E-14	1.2019575512268054E-18	5.568000000683776E-19	-1.0780816947034232E-12	1.762005748482505E-14	9.337535319419215E-20	0.0	4.0E-11	-0.0	3.7263435351470414E-11	-0.0	3.729253221869332E-11	-0.0	3.729234178813519E-11	-0.0	3.7313178263191213E-11	-0.0	2.0	-4.0369015259971366E125	1.0168218216727177E126	-3.7565622673021755E125	9.470195832698832E125	-3.759781934913581E125	9.477777656478553E125	-3.759759422833164E125	9.47772694332867E125	-3.7621043070111546E125	9.483159144543422E125	3.0113363031724537E122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.86585604876633E10	0.0	0.0	1.9016310534642868	13.621867104008633	2.4229101634159202	-15.920702107099377	0.1019382151501332	6.8658606985461784E10	1530.6014229834086	-1526.7014229834085	19.599096921797376	-2.9703330298481756	-1514.0043113818379	-16.260874870124052	6.865860705879641E10	-6.865860705859641E10	
45.000000	7.298548052819808E-15	-1.4731759885995857E111	-1.3708725110657327E111	-1.3720474560045303E111	-1.3720392407294958E111	-1.3728949532220637E111	1.0989191355952455E108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.821173257330571E109	-6.820231835590188E108	7.832966258649984E106	-5.4768500230223335E104	5.704749950453243E106	-9.15995914905106E109	6.73659492466079E108	-7.317197379742795E106	4.8943122158616654E104	-5.242602525415373E106	-1.9635747923926658E114	-1.8283357874219883E114	-1.8298288784060839E114	-1.829818756476879E114	-1.8308937835876708E114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7763316971034035E-15	-0.0	3.0407502846397453E-16	1.390575259030161E-13	2.6099985270137954E-4	-2.7840000000214904E-13	-2.5750352252651367E-14	3.571095276403228E-15	-2.7075955237554057E-14	8.858408667392422E-19	5.568000000663037E-19	-1.7562568668422124E-12	1.5744846632314803E-14	7.026802499145086E-20	0.0	4.0E-11	0.0	3.7254101479135965E-11	0.0	3.7283927053757284E-11	0.0	3.7283727557055696E-11	0.0	3.730509689079331E-11	0.0	2.0	3.2269942341856057E128	-8.128209555281106E128	3.0021452781842936E128	-7.5683317414579E128	3.0047785503237802E128	-7.574541043546742E128	3.004759761047212E128	-7.57449861768698E128	3.0066771491251803E128	-7.578949243929981E128	-2.4066626754179968E125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.025526964240855E10	0.0	0.0	1.8134189154844365	13.718188840263544	2.6077966159614157	-15.950658478822767	-0.03374211462960795	7.025531729719487E10	1542.167106203365	-1538.2671062033648	9.020537668733734	7.773862924718596	-1514.7568303074083	-16.426514548068027	7.025531737223265E10	-7.025531737203265E10	
46.000000	7.298548052819808E-15	1.177618624218805E114	1.0955650787187078E114	1.0965260318810175E114	1.096519175159122E114	1.0972188826102697E114	-8.782571591733065E110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.850790828125367E112	5.470236366673144E111	-6.406354415398276E109	4.5711479303934584E107	-4.664716340985438E109	7.3206475984629535E112	-5.403365458375358E111	5.992580452215503E109	-4.09450811439466E107	4.295287206569737E109	1.5696306914201586E117	1.4611578497932966E117	1.4623801595076161E117	1.4623716977346227E117	1.463251948843006E117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.664660529830234E-15	-0.0	3.0682069803490883E-16	1.3905753580947137E-13	2.609998524672091E-4	-2.7840000000210017E-13	-4.374609236609838E-14	3.4737951695299583E-15	-2.6822682715488267E-14	3.6347503076412287E-19	5.568000000643181E-19	-6.536965332294198E-10	1.3268065997174202E-14	-7.088820191264784E-20	0.0	4.0E-11	-0.0	3.724476683325942E-11	-0.0	3.727532363446691E-11	-0.0	3.727511485116982E-11	-0.0	3.729701697469521E-11	-0.0	2.0	-2.5795754100036407E131	6.497479689939243E131	-2.39923498688686E131	6.048411483943913E131	-2.401387724284171E131	6.053494226347225E131	-2.4013720557760638E131	6.053458767810028E131	-2.402939093571526E131	6.057103016468972E131	1.9234069768769643E128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.185197879593239E10	0.0	0.0	1.6287175066740214	13.799358456166285	2.902078254115576	-15.86837820966359	-0.2801119803331674	7.185202760749538E10	5542.087301697981	-5538.187301697982	-3989.913396872729	4006.871887062726	-1515.5244846168418	-16.590607984600112	7.185202768423633E10	-7.185202768403633E10	
47.000000	7.298548052819808E-15	-9.413577542891964E116	-8.755465920900124E116	-8.763321849569813E116	-8.763264670890145E116	-8.768983221215527E116	7.019039122932701E113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.275718361927977E115	-4.3874108132789334E114	5.237285779792588E112	-3.8119119779199035E110	3.8123668835881777E112	-5.850668173558973E115	4.333944965884965E114	-4.90534078289957E112	3.422093720518339E110	-3.517054407104605E112	-1.2547220232012546E120	-1.1677188200869709E120	-1.1687189810151914E120	-1.1687119137197947E120	-1.169432270246395E120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.497369149105793E-15	-0.0	3.1054702670642706E-16	1.3905137688619488E-13	2.6099985224408546E-4	-2.784000000020536E-13	1.7901669457856627E-16	3.297435001513331E-15	-1.7945734462576975E-14	-1.010026853694344E-17	5.568000000624284E-19	5.626139402860721E-15	7.989972704132417E-15	2.1648525317555817E-19	0.0	3.999999999999999E-11	0.0	3.723543141387161E-11	0.0	3.7266721961258355E-11	0.0	3.726650367023545E-11	0.0	3.7288938514715756E-11	0.0	2.0	2.0620456346381605E134	-5.193916634047245E134	1.9174049134943614E134	-4.833730879724918E134	1.9191640703433436E134	-4.8378894947175935E134	1.9191510151407963E134	-4.837859886723434E134	1.9204311015016615E134	-4.840842168297513E134	-1.5371885933741007E131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.344868794830202E10	0.0	0.0	1.6907187112554936	13.848238452362109	2.926658465140774	-15.999432021324349	-0.25890731930769256	7.34487379164309E10	5542.87603952564	-5538.976039525641	-3989.7691301964032	4006.8374695370353	-1516.3243680712978	-16.700459217167857	7.3448737994875E10	-7.3448737994675E10	
48.000000	7.298548052819808E-15	7.524969575756967E119	6.997135948925702E119	7.003555594323074E119	7.003507952311509E119	7.008179338219774E119	-5.609622407493681E116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.016646383837977E118	3.518890845541761E117	-4.279763598247914E115	3.176134104349761E113	-3.1142572721778736E115	4.675859307084846E118	-3.476142857339047E117	4.013467948062008E115	-2.857459413163777E113	2.8781917851837943E115	1.0029922213531792E123	9.332100189000507E122	9.340280329559592E122	9.340221356190036E122	9.346113230658215E122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.483931584994063E-15	-0.0	3.108279842724569E-16	1.3905145627571988E-13	2.6099985203128693E-4	-2.7840000000200894E-13	1.810638108523562E-16	3.3139556093164113E-15	-1.8529908692042298E-14	-1.0149651739625933E-17	5.568000000612046E-19	5.6573406472096274E-15	9.583654636073524E-15	2.2679823059532376E-19	0.0	4.0E-11	-0.0	3.72260952210035E-11	-0.0	3.725812203456777E-11	-0.0	3.7257894014010296E-11	-0.0	3.7280861510673825E-11	-0.0	2.0	-1.6483457829925133E137	4.151882207230473E137	-1.532338998572172E137	3.862989910210715E137	-1.533775954371552E137	3.86639088301703E137	-1.5337650853043091E137	3.866366182164076E137	-1.5348102827488213E137	3.868805421278743E137	1.2285225170674484E134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.504539709958154E10	0.0	0.0	1.7465566069691485	13.906868064689956	2.951142529345353	-16.134173207834458	-0.2375894323217938	7.504544822406458E10	5543.664669166689	-5539.76466916669	-3989.621098555442	4006.8028611955983	-1517.1145006764955	-16.813884535533163	7.504544830421184E10	-7.504544830401184E10	
