time, S001__rbcM, S001__suc, S001__alb, S001__gal, S001__galM, S001__h2oM, D001__rbcM, D001__suc, D001__alb, D001__gal, D001__galM, D001__h2oM, S002__rbcM, S002__suc, S002__alb, S002__gal, S002__galM, S002__h2oM, D002__rbcM, D002__suc, D002__alb, D002__gal, D002__galM, D002__h2oM, S003__rbcM, S003__suc, S003__alb, S003__gal, S003__galM, S003__h2oM, D003__rbcM, D003__suc, D003__alb, D003__gal, D003__galM, D003__h2oM, S004__rbcM, S004__suc, S004__alb, S004__gal, S004__galM, S004__h2oM, D004__rbcM, D004__suc, D004__alb, D004__gal, D004__galM, D004__h2oM, S005__rbcM, S005__suc, S005__alb, S005__gal, S005__galM, S005__h2oM, D005__rbcM, D005__suc, D005__alb, D005__gal, D005__galM, D005__h2oM, PV__rbcM, PV__suc, PV__alb, PV__gal, PV__galM, PV__h2oM, H01__gal, H01__galM, H01__h2oM, H01__glc1p, H01__glc6p, H01__gal1p, H01__udpglc, H01__udpgal, H01__galtol, H01__atp, H01__adp, H01__utp, H01__udp, H01__phos, H01__ppi, H01__nadp, H01__nadph
55.5, 0, 0, 0, 0.000273757, 0, 0, 0, 0, 0, 0.000274197, 0, 0, 0, 0, 0, 0.000274214, 0, 0, 0, 0, 0, 0.000274222, 0, 0, 0, 0, 0, 0.000274216, 0, 0, 0, 0, 0, 0.000274222, 0, 0, 0, 0, 0, 0.000274216, 0, 0, 0, 0, 0, 0.000274222, 0, 0, 0, 0, 0, 0.000274215, 0, 0, 0, 0, 0, 0.000274222, 0, 0, 0, 0, 0, 0.000271865, 0, 0, 0.000274223, 0, 0, 0.0119894, 0.11993, 0.00328816, 0.320168, 0.101723, 0.00109476, 2.87188, 1.02812, 0.285792, 0.102317, 4.81649, 0.00481427, 0.100095, 0.0999051
56, 0, 0, 0, 0.0002745, 0, 0, 0, 0, 0, 0.000274942, 0, 0, 0, 0, 0, 0.00027496, 0, 0, 0, 0, 0, 0.000274968, 0, 0, 0, 0, 0, 0.000274961, 0, 0, 0, 0, 0, 0.000274968, 0, 0, 0, 0, 0, 0.000274961, 0, 0, 0, 0, 0, 0.000274968, 0, 0, 0, 0, 0, 0.000274961, 0, 0, 0, 0, 0, 0.000274968, 0, 0, 0, 0, 0, 0.000272616, 0, 0, 0.000274968, 0, 0, 0.0119893, 0.11993, 0.00329271, 0.320012, 0.101675, 0.00109767, 2.87186, 1.02814, 0.285939, 0.102373, 4.81635, 0.0048191, 0.100098, 0.0999022
56.5, 0, 0, 0, 0.000275242, 0, 0, 0, 0, 0, 0.000275685, 0, 0, 0, 0, 0, 0.000275703, 0, 0, 0, 0, 0, 0.000275711, 0, 0, 0, 0, 0, 0.000275704, 0, 0, 0, 0, 0, 0.000275711, 0, 0, 0, 0, 0, 0.000275704, 0, 0, 0, 0, 0, 0.000275711, 0, 0, 0, 0, 0, 0.000275704, 0, 0, 0, 0, 0, 0.000275711, 0, 0, 0, 0, 0, 0.000273365, 0, 0, 0.000275712, 0, 0, 0.0119893, 0.11993, 0.00329717, 0.319856, 0.101627, 0.00110058, 2.87184, 1.02816, 0.286087, 0.102429, 4.81621, 0.00482393, 0.100101, 0.0998993
57, 0, 0, 0, 0.000275981, 0, 0, 0, 0, 0, 0.000276426, 0, 0, 0, 0, 0, 0.000276444, 0, 0, 0, 0, 0, 0.000276452, 0, 0, 0, 0, 0, 0.000276446, 0, 0, 0, 0, 0, 0.000276452, 0, 0, 0, 0, 0, 0.000276446, 0, 0, 0, 0, 0, 0.000276452, 0, 0, 0, 0, 0, 0.000276445, 0, 0, 0, 0, 0, 0.000276452, 0, 0, 0, 0, 0, 0.000274113, 0, 0, 0.000276453, 0, 0, 0.0119893, 0.11993, 0.00330155, 0.319701, 0.10158, 0.00110347, 2.87181, 1.02819, 0.286235, 0.102485, 4.81607, 0.00482875, 0.100104, 0.0998964
57.5, 0, 0, 0, 0.000276718, 0, 0, 0, 0, 0, 0.000277165, 0, 0, 0, 0, 0, 0.000277183, 0, 0, 0, 0, 0, 0.000277191, 0, 0, 0, 0, 0, 0.000277185, 0, 0, 0, 0, 0, 0.000277191, 0, 0, 0, 0, 0, 0.000277185, 0, 0, 0, 0, 0, 0.000277191, 0, 0, 0, 0, 0, 0.000277184, 0, 0, 0, 0, 0, 0.000277191, 0, 0, 0, 0, 0, 0.000274858, 0, 0, 0.000277192, 0, 0, 0.0119893, 0.119929, 0.00330584, 0.319546, 0.101532, 0.00110636, 2.87179, 1.02821, 0.286382, 0.102541, 4.81593, 0.00483357, 0.100106, 0.0998935
58, 0, 0, 0, 0.000277452, 0, 0, 0, 0, 0, 0.000277902, 0, 0, 0, 0, 0, 0.00027792, 0, 0, 0, 0, 0, 0.000277928, 0, 0, 0, 0, 0, 0.000277922, 0, 0, 0, 0, 0, 0.000277928, 0, 0, 0, 0, 0, 0.000277922, 0, 0, 0, 0, 0, 0.000277928, 0, 0, 0, 0, 0, 0.000277921, 0, 0, 0, 0, 0, 0.000277928, 0, 0, 0, 0, 0, 0.000275601, 0, 0, 0.000277929, 0, 0, 0.0119892, 0.119929, 0.00331004, 0.319391, 0.101484, 0.00110923, 2.87177, 1.02823, 0.286529, 0.102596, 4.8158, 0.00483838, 0.100109, 0.0998907
58.5, 0, 0, 0, 0.000278185, 0, 0, 0, 0, 0, 0.000278636, 0, 0, 0, 0, 0, 0.000278655, 0, 0, 0, 0, 0, 0.000278663, 0, 0, 0, 0, 0, 0.000278656, 0, 0, 0, 0, 0, 0.000278663, 0, 0, 0, 0, 0, 0.000278656, 0, 0, 0, 0, 0, 0.000278663, 0, 0, 0, 0, 0, 0.000278656, 0, 0, 0, 0, 0, 0.000278663, 0, 0, 0, 0, 0, 0.000276343, 0, 0, 0.000278663, 0, 0, 0.0119892, 0.119929, 0.00331417, 0.319236, 0.101436, 0.0011121, 2.87175, 1.02825, 0.286676, 0.102652, 4.81566, 0.00484319, 0.100112, 0.0998878
59, 0, 0, 0, 0.000278915, 0, 0, 0, 0, 0, 0.000279369, 0, 0, 0, 0, 0, 0.000279387, 0, 0, 0, 0, 0, 0.000279395, 0, 0, 0, 0, 0, 0.000279389, 0, 0, 0, 0, 0, 0.000279395, 0, 0, 0, 0, 0, 0.000279389, 0, 0, 0, 0, 0, 0.000279395, 0, 0, 0, 0, 0, 0.000279388, 0, 0, 0, 0, 0, 0.000279395, 0, 0, 0, 0, 0, 0.000277082, 0, 0, 0.000279396, 0, 0, 0.0119892, 0.119929, 0.00331822, 0.319082, 0.101389, 0.00111496, 2.87173, 1.02827, 0.286822, 0.102707, 4.81552, 0.004848, 0.100115, 0.0998849
59.5, 0, 0, 0, 0.000279643, 0, 0, 0, 0, 0, 0.000280098, 0, 0, 0, 0, 0, 0.000280117, 0, 0, 0, 0, 0, 0.000280125, 0, 0, 0, 0, 0, 0.000280119, 0, 0, 0, 0, 0, 0.000280125, 0, 0, 0, 0, 0, 0.000280119, 0, 0, 0, 0, 0, 0.000280125, 0, 0, 0, 0, 0, 0.000280118, 0, 0, 0, 0, 0, 0.000280125, 0, 0, 0, 0, 0, 0.000277819, 0, 0, 0.000280126, 0, 0, 0.0119892, 0.119929, 0.00332219, 0.318927, 0.101341, 0.00111781, 2.8717, 1.0283, 0.286969, 0.102763, 4.81538, 0.00485281, 0.100118, 0.0998821
60, 0, 0, 0, 0.000280368, 0, 0, 0, 0, 0, 0.000280826, 0, 0, 0, 0, 0, 0.000280845, 0, 0, 0, 0, 0, 0.000280852, 0, 0, 0, 0, 0, 0.000280846, 0, 0, 0, 0, 0, 0.000280853, 0, 0, 0, 0, 0, 0.000280846, 0, 0, 0, 0, 0, 0.000280853, 0, 0, 0, 0, 0, 0.000280846, 0, 0, 0, 0, 0, 0.000280853, 0, 0, 0, 0, 0, 0.000278553, 0, 0, 0.000280853, 0, 0, 0.0119892, 0.119929, 0.00332608, 0.318774, 0.101294, 0.00112065, 2.87168, 1.02832, 0.287115, 0.102818, 4.81524, 0.00485761, 0.100121, 0.0998792
60.5, 0, 0, 0, 0.000281091, 0, 0, 0, 0, 0, 0.000281551, 0, 0, 0, 0, 0, 0.00028157, 0, 0, 0, 0, 0, 0.000281578, 0, 0, 0, 0, 0, 0.000281571, 0, 0, 0, 0, 0, 0.000281578, 0, 0, 0, 0, 0, 0.000281571, 0, 0, 0, 0, 0, 0.000281578, 0, 0, 0, 0, 0, 0.000281571, 0, 0, 0, 0, 0, 0.000281578, 0, 0, 0, 0, 0, 0.000279286, 0, 0, 0.000281578, 0, 0, 0.0119891, 0.119929, 0.00332991, 0.31862, 0.101246, 0.00112348, 2.87166, 1.02834, 0.287261, 0.102873, 4.8151, 0.00486241, 0.100124, 0.0998764
61, 0, 0, 0, 0.000281811, 0, 0, 0, 0, 0, 0.000282273, 0, 0, 0, 0, 0, 0.000282293, 0, 0, 0, 0, 0, 0.0002823, 0, 0, 0, 0, 0, 0.000282294, 0, 0, 0, 0, 0, 0.0002823, 0, 0, 0, 0, 0, 0.000282294, 0, 0, 0, 0, 0, 0.0002823, 0, 0, 0, 0, 0, 0.000282294, 0, 0, 0, 0, 0, 0.0002823, 0, 0, 0, 0, 0, 0.000280016, 0, 0, 0.000282301, 0, 0, 0.0119891, 0.119928, 0.00333365, 0.318466, 0.101199, 0.0011263, 2.87164, 1.02836, 0.287407, 0.102928, 4.81497, 0.00486721, 0.100126, 0.0998736
61.5, 0, 0, 0, 0.00028253, 0, 0, 0, 0, 0, 0.000282993, 0, 0, 0, 0, 0, 0.000283013, 0, 0, 0, 0, 0, 0.00028302, 0, 0, 0, 0, 0, 0.000283014, 0, 0, 0, 0, 0, 0.00028302, 0, 0, 0, 0, 0, 0.000283014, 0, 0, 0, 0, 0, 0.00028302, 0, 0, 0, 0, 0, 0.000283014, 0, 0, 0, 0, 0, 0.00028302, 0, 0, 0, 0, 0, 0.000280744, 0, 0, 0.000283021, 0, 0, 0.0119891, 0.119928, 0.00333733, 0.318313, 0.101151, 0.00112911, 2.87162, 1.02838, 0.287552, 0.102983, 4.81483, 0.004872, 0.100129, 0.0998708
62, 0, 0, 0, 0.000283245, 0, 0, 0, 0, 0, 0.000283711, 0, 0, 0, 0, 0, 0.00028373, 0, 0, 0, 0, 0, 0.000283738, 0, 0, 0, 0, 0, 0.000283732, 0, 0, 0, 0, 0, 0.000283738, 0, 0, 0, 0, 0, 0.000283732, 0, 0, 0, 0, 0, 0.000283738, 0, 0, 0, 0, 0, 0.000283731, 0, 0, 0, 0, 0, 0.000283738, 0, 0, 0, 0, 0, 0.000281469, 0, 0, 0.000283739, 0, 0, 0.0119891, 0.119928, 0.00334094, 0.318161, 0.101104, 0.00113191, 2.8716, 1.0284, 0.287698, 0.103038, 4.81469, 0.00487679, 0.100132, 0.099868
62.5, 0, 0, 0, 0.000283958, 0, 0, 0, 0, 0, 0.000284426, 0, 0, 0, 0, 0, 0.000284445, 0, 0, 0, 0, 0, 0.000284453, 0, 0, 0, 0, 0, 0.000284447, 0, 0, 0, 0, 0, 0.000284453, 0, 0, 0, 0, 0, 0.000284447, 0, 0, 0, 0, 0, 0.000284453, 0, 0, 0, 0, 0, 0.000284446, 0, 0, 0, 0, 0, 0.000284453, 0, 0, 0, 0, 0, 0.000282192, 0, 0, 0.000284454, 0, 0, 0.011989, 0.119928, 0.00334449, 0.318008, 0.101056, 0.0011347, 2.87158, 1.02842, 0.287843, 0.103093, 4.81456, 0.00488157, 0.100135, 0.0998652
63, 0, 0, 0, 0.000284668, 0, 0, 0, 0, 0, 0.000285138, 0, 0, 0, 0, 0, 0.000285158, 0, 0, 0, 0, 0, 0.000285165, 0, 0, 0, 0, 0, 0.000285159, 0, 0, 0, 0, 0, 0.000285166, 0, 0, 0, 0, 0, 0.000285159, 0, 0, 0, 0, 0, 0.000285166, 0, 0, 0, 0, 0, 0.000285159, 0, 0, 0, 0, 0, 0.000285166, 0, 0, 0, 0, 0, 0.000282912, 0, 0, 0.000285166, 0, 0, 0.011989, 0.119928, 0.00334796, 0.317856, 0.101009, 0.00113748, 2.87155, 1.02845, 0.287987, 0.103148, 4.81442, 0.00488636, 0.100138, 0.0998624
63.5, 0, 0, 0, 0.000285376, 0, 0, 0, 0, 0, 0.000285848, 0, 0, 0, 0, 0, 0.000285868, 0, 0, 0, 0, 0, 0.000285875, 0, 0, 0, 0, 0, 0.000285869, 0, 0, 0, 0, 0, 0.000285875, 0, 0, 0, 0, 0, 0.000285869, 0, 0, 0, 0, 0, 0.000285875, 0, 0, 0, 0, 0, 0.000285869, 0, 0, 0, 0, 0, 0.000285875, 0, 0, 0, 0, 0, 0.00028363, 0, 0, 0.000285876, 0, 0, 0.011989, 0.119928, 0.00335137, 0.317703, 0.100962, 0.00114025, 2.87153, 1.02847, 0.288132, 0.103203, 4.81429, 0.00489114, 0.10014, 0.0998597
64, 0, 0, 0, 0.000286081, 0, 0, 0, 0, 0, 0.000286555, 0, 0, 0, 0, 0, 0.000286575, 0, 0, 0, 0, 0, 0.000286582, 0, 0, 0, 0, 0, 0.000286576, 0, 0, 0, 0, 0, 0.000286582, 0, 0, 0, 0, 0, 0.000286576, 0, 0, 0, 0, 0, 0.000286582, 0, 0, 0, 0, 0, 0.000286576, 0, 0, 0, 0, 0, 0.000286582, 0, 0, 0, 0, 0, 0.000284345, 0, 0, 0.000286583, 0, 0, 0.011989, 0.119927, 0.00335472, 0.317552, 0.100915, 0.00114301, 2.87151, 1.02849, 0.288276, 0.103257, 4.81415, 0.00489591, 0.100143, 0.0998569
64.5, 0, 0, 0, 0.000286783, 0, 0, 0, 0, 0, 0.000287259, 0, 0, 0, 0, 0, 0.000287279, 0, 0, 0, 0, 0, 0.000287287, 0, 0, 0, 0, 0, 0.000287281, 0, 0, 0, 0, 0, 0.000287287, 0, 0, 0, 0, 0, 0.000287281, 0, 0, 0, 0, 0, 0.000287287, 0, 0, 0, 0, 0, 0.00028728, 0, 0, 0, 0, 0, 0.000287287, 0, 0, 0, 0, 0, 0.000285057, 0, 0, 0.000287287, 0, 0, 0.0119889, 0.119927, 0.00335801, 0.3174, 0.100868, 0.00114575, 2.87149, 1.02851, 0.288421, 0.103312, 4.81401, 0.00490069, 0.100146, 0.0998542
65, 0, 0, 0, 0.000287483, 0, 0, 0, 0, 0, 0.000287961, 0, 0, 0, 0, 0, 0.000287981, 0, 0, 0, 0, 0, 0.000287989, 0, 0, 0, 0, 0, 0.000287982, 0, 0, 0, 0, 0, 0.000287989, 0, 0, 0, 0, 0, 0.000287982, 0, 0, 0, 0, 0, 0.000287989, 0, 0, 0, 0, 0, 0.000287982, 0, 0, 0, 0, 0, 0.000287989, 0, 0, 0, 0, 0, 0.000285767, 0, 0, 0.000287989, 0, 0, 0.0119889, 0.119927, 0.00336124, 0.317249, 0.10082, 0.00114849, 2.87147, 1.02853, 0.288565, 0.103366, 4.81388, 0.00490546, 0.100149, 0.0998514
65.5, 0, 0, 0, 0.00028818, 0, 0, 0, 0, 0, 0.00028866, 0, 0, 0, 0, 0, 0.00028868, 0, 0, 0, 0, 0, 0.000288687, 0, 0, 0, 0, 0, 0.000288681, 0, 0, 0, 0, 0, 0.000288688, 0, 0, 0, 0, 0, 0.000288681, 0, 0, 0, 0, 0, 0.000288688, 0, 0, 0, 0, 0, 0.000288681, 0, 0, 0, 0, 0, 0.000288688, 0, 0, 0, 0, 0, 0.000286475, 0, 0, 0.000288688, 0, 0, 0.0119889, 0.119927, 0.00336441, 0.317098, 0.100773, 0.00115121, 2.87145, 1.02855, 0.288708, 0.103421, 4.81374, 0.00491022, 0.100151, 0.0998487
66, 0, 0, 0, 0.000288874, 0, 0, 0, 0, 0, 0.000289356, 0, 0, 0, 0, 0, 0.000289376, 0, 0, 0, 0, 0, 0.000289384, 0, 0, 0, 0, 0, 0.000289378, 0, 0, 0, 0, 0, 0.000289384, 0, 0, 0, 0, 0, 0.000289378, 0, 0, 0, 0, 0, 0.000289384, 0, 0, 0, 0, 0, 0.000289377, 0, 0, 0, 0, 0, 0.000289384, 0, 0, 0, 0, 0, 0.000287179, 0, 0, 0.000289384, 0, 0, 0.0119889, 0.119927, 0.00336752, 0.316947, 0.100726, 0.00115393, 2.87143, 1.02857, 0.288852, 0.103475, 4.81361, 0.00491499, 0.100154, 0.099846
66.5, 0, 0, 0, 0.000289566, 0, 0, 0, 0, 0, 0.000290049, 0, 0, 0, 0, 0, 0.00029007, 0, 0, 0, 0, 0, 0.000290077, 0, 0, 0, 0, 0, 0.000290071, 0, 0, 0, 0, 0, 0.000290077, 0, 0, 0, 0, 0, 0.000290071, 0, 0, 0, 0, 0, 0.000290077, 0, 0, 0, 0, 0, 0.000290071, 0, 0, 0, 0, 0, 0.000290077, 0, 0, 0, 0, 0, 0.000287881, 0, 0, 0.000290078, 0, 0, 0.0119888, 0.119927, 0.00337058, 0.316796, 0.100679, 0.00115663, 2.8714, 1.0286, 0.288995, 0.103529, 4.81347, 0.00491975, 0.100157, 0.0998433
67, 0, 0, 0, 0.000290254, 0, 0, 0, 0, 0, 0.000290739, 0, 0, 0, 0, 0, 0.00029076, 0, 0, 0, 0, 0, 0.000290768, 0, 0, 0, 0, 0, 0.000290762, 0, 0, 0, 0, 0, 0.000290768, 0, 0, 0, 0, 0, 0.000290762, 0, 0, 0, 0, 0, 0.000290768, 0, 0, 0, 0, 0, 0.000290761, 0, 0, 0, 0, 0, 0.000290768, 0, 0, 0, 0, 0, 0.000288581, 0, 0, 0.000290768, 0, 0, 0.0119888, 0.119926, 0.00337358, 0.316646, 0.100633, 0.00115932, 2.87138, 1.02862, 0.289138, 0.103583, 4.81334, 0.0049245, 0.100159, 0.0998406
67.5, 0, 0, 0, 0.00029094, 0, 0, 0, 0, 0, 0.000291427, 0, 0, 0, 0, 0, 0.000291448, 0, 0, 0, 0, 0, 0.000291456, 0, 0, 0, 0, 0, 0.00029145, 0, 0, 0, 0, 0, 0.000291456, 0, 0, 0, 0, 0, 0.00029145, 0, 0, 0, 0, 0, 0.000291456, 0, 0, 0, 0, 0, 0.000291449, 0, 0, 0, 0, 0, 0.000291456, 0, 0, 0, 0, 0, 0.000289277, 0, 0, 0.000291456, 0, 0, 0.0119888, 0.119926, 0.00337652, 0.316496, 0.100586, 0.001162, 2.87136, 1.02864, 0.289281, 0.103637, 4.81321, 0.00492925, 0.100162, 0.0998379
68, 0, 0, 0, 0.000291623, 0, 0, 0, 0, 0, 0.000292112, 0, 0, 0, 0, 0, 0.000292133, 0, 0, 0, 0, 0, 0.00029214, 0, 0, 0, 0, 0, 0.000292134, 0, 0, 0, 0, 0, 0.000292141, 0, 0, 0, 0, 0, 0.000292134, 0, 0, 0, 0, 0, 0.000292141, 0, 0, 0, 0, 0, 0.000292134, 0, 0, 0, 0, 0, 0.00029214, 0, 0, 0, 0, 0, 0.000289971, 0, 0, 0.000292141, 0, 0, 0.0119888, 0.119926, 0.00337942, 0.316346, 0.100539, 0.00116467, 2.87134, 1.02866, 0.289424, 0.103691, 4.81307, 0.004934, 0.100165, 0.0998353
68.5, 0, 0, 0, 0.000292303, 0, 0, 0, 0, 0, 0.000292794, 0, 0, 0, 0, 0, 0.000292815, 0, 0, 0, 0, 0, 0.000292822, 0, 0, 0, 0, 0, 0.000292817, 0, 0, 0, 0, 0, 0.000292823, 0, 0, 0, 0, 0, 0.000292817, 0, 0, 0, 0, 0, 0.000292823, 0, 0, 0, 0, 0, 0.000292816, 0, 0, 0, 0, 0, 0.000292823, 0, 0, 0, 0, 0, 0.000290662, 0, 0, 0.000292823, 0, 0, 0.0119887, 0.119926, 0.00338226, 0.316197, 0.100492, 0.00116733, 2.87132, 1.02868, 0.289566, 0.103745, 4.81294, 0.00493875, 0.100167, 0.0998326
69, 0, 0, 0, 0.00029298, 0, 0, 0, 0, 0, 0.000293473, 0, 0, 0, 0, 0, 0.000293494, 0, 0, 0, 0, 0, 0.000293502, 0, 0, 0, 0, 0, 0.000293496, 0, 0, 0, 0, 0, 0.000293502, 0, 0, 0, 0, 0, 0.000293496, 0, 0, 0, 0, 0, 0.000293502, 0, 0, 0, 0, 0, 0.000293495, 0, 0, 0, 0, 0, 0.000293502, 0, 0, 0, 0, 0, 0.00029135, 0, 0, 0.000293502, 0, 0, 0.0119887, 0.119926, 0.00338506, 0.316047, 0.100446, 0.00116998, 2.8713, 1.0287, 0.289708, 0.103799, 4.81281, 0.00494349, 0.10017, 0.09983
69.5, 0, 0, 0, 0.000293654, 0, 0, 0, 0, 0, 0.000294149, 0, 0, 0, 0, 0, 0.00029417, 0, 0, 0, 0, 0, 0.000294178, 0, 0, 0, 0, 0, 0.000294172, 0, 0, 0, 0, 0, 0.000294178, 0, 0, 0, 0, 0, 0.000294172, 0, 0, 0, 0, 0, 0.000294178, 0, 0, 0, 0, 0, 0.000294172, 0, 0, 0, 0, 0, 0.000294178, 0, 0, 0, 0, 0, 0.000292035, 0, 0, 0.000294178, 0, 0, 0.0119887, 0.119926, 0.0033878, 0.315898, 0.100399, 0.00117261, 2.87128, 1.02872, 0.28985, 0.103853, 4.81267, 0.00494823, 0.100173, 0.0998273
70, 0, 0, 0, 0.000294326, 0, 0, 0, 0, 0, 0.000294822, 0, 0, 0, 0, 0, 0.000294844, 0, 0, 0, 0, 0, 0.000294851, 0, 0, 0, 0, 0, 0.000294845, 0, 0, 0, 0, 0, 0.000294851, 0, 0, 0, 0, 0, 0.000294845, 0, 0, 0, 0, 0, 0.000294851, 0, 0, 0, 0, 0, 0.000294845, 0, 0, 0, 0, 0, 0.000294851, 0, 0, 0, 0, 0, 0.000292717, 0, 0, 0.000294852, 0, 0, 0.0119886, 0.119925, 0.0033905, 0.31575, 0.100352, 0.00117523, 2.87126, 1.02874, 0.289992, 0.103906, 4.81254, 0.00495296, 0.100175, 0.0998247
70.5, 0, 0, 0, 0.000294994, 0, 0, 0, 0, 0, 0.000295493, 0, 0, 0, 0, 0, 0.000295514, 0, 0, 0, 0, 0, 0.000295522, 0, 0, 0, 0, 0, 0.000295516, 0, 0, 0, 0, 0, 0.000295522, 0, 0, 0, 0, 0, 0.000295516, 0, 0, 0, 0, 0, 0.000295522, 0, 0, 0, 0, 0, 0.000295515, 0, 0, 0, 0, 0, 0.000295522, 0, 0, 0, 0, 0, 0.000293397, 0, 0, 0.000295522, 0, 0, 0.0119886, 0.119925, 0.00339314, 0.315601, 0.100306, 0.00117784, 2.87124, 1.02876, 0.290133, 0.10396, 4.81241, 0.0049577, 0.100178, 0.0998221
71, 0, 0, 0, 0.000295659, 0, 0, 0, 0, 0, 0.00029616, 0, 0, 0, 0, 0, 0.000296182, 0, 0, 0, 0, 0, 0.000296189, 0, 0, 0, 0, 0, 0.000296183, 0, 0, 0, 0, 0, 0.000296189, 0, 0, 0, 0, 0, 0.000296183, 0, 0, 0, 0, 0, 0.000296189, 0, 0, 0, 0, 0, 0.000296183, 0, 0, 0, 0, 0, 0.000296189, 0, 0, 0, 0, 0, 0.000294073, 0, 0, 0.00029619, 0, 0, 0.0119886, 0.119925, 0.00339575, 0.315453, 0.100259, 0.00118044, 2.87122, 1.02878, 0.290274, 0.104013, 4.81228, 0.00496242, 0.10018, 0.0998195
71.5, 0, 0, 0, 0.000296322, 0, 0, 0, 0, 0, 0.000296824, 0, 0, 0, 0, 0, 0.000296846, 0, 0, 0, 0, 0, 0.000296853, 0, 0, 0, 0, 0, 0.000296848, 0, 0, 0, 0, 0, 0.000296854, 0, 0, 0, 0, 0, 0.000296848, 0, 0, 0, 0, 0, 0.000296854, 0, 0, 0, 0, 0, 0.000296847, 0, 0, 0, 0, 0, 0.000296854, 0, 0, 0, 0, 0, 0.000294747, 0, 0, 0.000296854, 0, 0, 0.0119886, 0.119925, 0.00339831, 0.315305, 0.100213, 0.00118303, 2.8712, 1.0288, 0.290415, 0.104067, 4.81214, 0.00496715, 0.100183, 0.0998169
72, 0, 0, 0, 0.000296981, 0, 0, 0, 0, 0, 0.000297486, 0, 0, 0, 0, 0, 0.000297508, 0, 0, 0, 0, 0, 0.000297515, 0, 0, 0, 0, 0, 0.000297509, 0, 0, 0, 0, 0, 0.000297515, 0, 0, 0, 0, 0, 0.000297509, 0, 0, 0, 0, 0, 0.000297515, 0, 0, 0, 0, 0, 0.000297509, 0, 0, 0, 0, 0, 0.000297515, 0, 0, 0, 0, 0, 0.000295418, 0, 0, 0.000297515, 0, 0, 0.0119885, 0.119925, 0.00340082, 0.315157, 0.100167, 0.00118561, 2.87117, 1.02883, 0.290556, 0.10412, 4.81201, 0.00497187, 0.100186, 0.0998144
72.5, 0, 0, 0, 0.000297638, 0, 0, 0, 0, 0, 0.000298144, 0, 0, 0, 0, 0, 0.000298166, 0, 0, 0, 0, 0, 0.000298173, 0, 0, 0, 0, 0, 0.000298168, 0, 0, 0, 0, 0, 0.000298174, 0, 0, 0, 0, 0, 0.000298168, 0, 0, 0, 0, 0, 0.000298174, 0, 0, 0, 0, 0, 0.000298167, 0, 0, 0, 0, 0, 0.000298173, 0, 0, 0, 0, 0, 0.000296085, 0, 0, 0.000298174, 0, 0, 0.0119885, 0.119924, 0.00340329, 0.31501, 0.10012, 0.00118817, 2.87115, 1.02885, 0.290697, 0.104173, 4.81188, 0.00497659, 0.100188, 0.0998118
73, 0, 0, 0, 0.000298292, 0, 0, 0, 0, 0, 0.000298799, 0, 0, 0, 0, 0, 0.000298822, 0, 0, 0, 0, 0, 0.000298829, 0, 0, 0, 0, 0, 0.000298823, 0, 0, 0, 0, 0, 0.000298829, 0, 0, 0, 0, 0, 0.000298823, 0, 0, 0, 0, 0, 0.000298829, 0, 0, 0, 0, 0, 0.000298823, 0, 0, 0, 0, 0, 0.000298829, 0, 0, 0, 0, 0, 0.00029675, 0, 0, 0.000298829, 0, 0, 0.0119885, 0.119924, 0.00340572, 0.314863, 0.100074, 0.00119072, 2.87113, 1.02887, 0.290837, 0.104226, 4.81175, 0.0049813, 0.100191, 0.0998093
73.5, 0, 0, 0, 0.000298942, 0, 0, 0, 0, 0, 0.000299452, 0, 0, 0, 0, 0, 0.000299474, 0, 0, 0, 0, 0, 0.000299481, 0, 0, 0, 0, 0, 0.000299476, 0, 0, 0, 0, 0, 0.000299481, 0, 0, 0, 0, 0, 0.000299476, 0, 0, 0, 0, 0, 0.000299481, 0, 0, 0, 0, 0, 0.000299475, 0, 0, 0, 0, 0, 0.000299481, 0, 0, 0, 0, 0, 0.000297412, 0, 0, 0.000299482, 0, 0, 0.0119884, 0.119924, 0.00340811, 0.314716, 0.100028, 0.00119326, 2.87111, 1.02889, 0.290977, 0.104279, 4.81162, 0.00498601, 0.100193, 0.0998067
74, 0, 0, 0, 0.00029959, 0, 0, 0, 0, 0, 0.000300101, 0, 0, 0, 0, 0, 0.000300124, 0, 0, 0, 0, 0, 0.000300131, 0, 0, 0, 0, 0, 0.000300125, 0, 0, 0, 0, 0, 0.000300131, 0, 0, 0, 0, 0, 0.000300125, 0, 0, 0, 0, 0, 0.000300131, 0, 0, 0, 0, 0, 0.000300125, 0, 0, 0, 0, 0, 0.000300131, 0, 0, 0, 0, 0, 0.000298071, 0, 0, 0.000300131, 0, 0, 0.0119884, 0.119924, 0.00341046, 0.314569, 0.099982, 0.00119579, 2.87109, 1.02891, 0.291117, 0.104332, 4.81149, 0.00499071, 0.100196, 0.0998042
