time, S001__rbcM, S001__suc, S001__alb, S001__gal, S001__galM, S001__h2oM, D001__rbcM, D001__suc, D001__alb, D001__gal, D001__galM, D001__h2oM, S002__rbcM, S002__suc, S002__alb, S002__gal, S002__galM, S002__h2oM, D002__rbcM, D002__suc, D002__alb, D002__gal, D002__galM, D002__h2oM, S003__rbcM, S003__suc, S003__alb, S003__gal, S003__galM, S003__h2oM, D003__rbcM, D003__suc, D003__alb, D003__gal, D003__galM, D003__h2oM, S004__rbcM, S004__suc, S004__alb, S004__gal, S004__galM, S004__h2oM, D004__rbcM, D004__suc, D004__alb, D004__gal, D004__galM, D004__h2oM, S005__rbcM, S005__suc, S005__alb, S005__gal, S005__galM, S005__h2oM, D005__rbcM, D005__suc, D005__alb, D005__gal, D005__galM, D005__h2oM, PV__rbcM, PV__suc, PV__alb, PV__gal, PV__galM, PV__h2oM, H01__gal, H01__galM, H01__h2oM, H01__glc1p, H01__glc6p, H01__gal1p, H01__udpglc, H01__udpgal, H01__galtol, H01__atp, H01__adp, H01__utp, H01__udp, H01__phos, H01__ppi, H01__nadp, H01__nadph
17.5, 0, 0, 0, 0.000219862, 0, 0, 0, 0, 0, 0.000220147, 0, 0, 0, 0, 0, 0.000220159, 0, 0, 0, 0, 0, 0.000220164, 0, 0, 0, 0, 0, 0.00022016, 0, 0, 0, 0, 0, 0.000220164, 0, 0, 0, 0, 0, 0.00022016, 0, 0, 0, 0, 0, 0.000220164, 0, 0, 0, 0, 0, 0.000220159, 0, 0, 0, 0, 0, 0.000220164, 0, 0, 0, 0, 0, 0.00021885, 0, 0, 0.000220164, 0, 0, 0.0119891, 0.119928, 0.00240202, 0.332664, 0.105557, 0.00088269, 2.87371, 1.02629, 0.273941, 0.0978379, 4.82815, 0.00444139, 0.0998828, 0.100117
18, 0, 0, 0, 0.000220341, 0, 0, 0, 0, 0, 0.000220627, 0, 0, 0, 0, 0, 0.000220639, 0, 0, 0, 0, 0, 0.000220644, 0, 0, 0, 0, 0, 0.00022064, 0, 0, 0, 0, 0, 0.000220644, 0, 0, 0, 0, 0, 0.00022064, 0, 0, 0, 0, 0, 0.000220644, 0, 0, 0, 0, 0, 0.00022064, 0, 0, 0, 0, 0, 0.000220644, 0, 0, 0, 0, 0, 0.000219277, 0, 0, 0.000220644, 0, 0, 0.0119891, 0.119928, 0.00242649, 0.3325, 0.105496, 0.000884581, 2.87368, 1.02632, 0.274105, 0.0978997, 4.82798, 0.00444624, 0.0998847, 0.100115
18.5, 0, 0, 0, 0.000220834, 0, 0, 0, 0, 0, 0.000221122, 0, 0, 0, 0, 0, 0.000221134, 0, 0, 0, 0, 0, 0.000221139, 0, 0, 0, 0, 0, 0.000221135, 0, 0, 0, 0, 0, 0.000221139, 0, 0, 0, 0, 0, 0.000221135, 0, 0, 0, 0, 0, 0.000221139, 0, 0, 0, 0, 0, 0.000221134, 0, 0, 0, 0, 0, 0.000221139, 0, 0, 0, 0, 0, 0.000219721, 0, 0, 0.00022114, 0, 0, 0.0119891, 0.119929, 0.00245037, 0.332335, 0.105436, 0.00088653, 2.87366, 1.02634, 0.274268, 0.0979615, 4.8278, 0.00445111, 0.0998866, 0.100113
19, 0, 0, 0, 0.000221342, 0, 0, 0, 0, 0, 0.000221632, 0, 0, 0, 0, 0, 0.000221643, 0, 0, 0, 0, 0, 0.000221648, 0, 0, 0, 0, 0, 0.000221644, 0, 0, 0, 0, 0, 0.000221648, 0, 0, 0, 0, 0, 0.000221644, 0, 0, 0, 0, 0, 0.000221648, 0, 0, 0, 0, 0, 0.000221644, 0, 0, 0, 0, 0, 0.000221648, 0, 0, 0, 0, 0, 0.000220181, 0, 0, 0.000221649, 0, 0, 0.0119892, 0.119929, 0.00247368, 0.332169, 0.105377, 0.000888535, 2.87363, 1.02637, 0.274431, 0.0980231, 4.82763, 0.00445599, 0.0998886, 0.100111
19.5, 0, 0, 0, 0.000221863, 0, 0, 0, 0, 0, 0.000222154, 0, 0, 0, 0, 0, 0.000222166, 0, 0, 0, 0, 0, 0.000222171, 0, 0, 0, 0, 0, 0.000222167, 0, 0, 0, 0, 0, 0.000222171, 0, 0, 0, 0, 0, 0.000222167, 0, 0, 0, 0, 0, 0.000222171, 0, 0, 0, 0, 0, 0.000222166, 0, 0, 0, 0, 0, 0.000222171, 0, 0, 0, 0, 0, 0.000220657, 0, 0, 0.000222172, 0, 0, 0.0119892, 0.119929, 0.00249643, 0.332003, 0.105318, 0.000890594, 2.8736, 1.0264, 0.274594, 0.0980847, 4.82747, 0.00446088, 0.0998907, 0.100109
20, 0, 0, 0, 0.000222397, 0, 0, 0, 0, 0, 0.00022269, 0, 0, 0, 0, 0, 0.000222702, 0, 0, 0, 0, 0, 0.000222707, 0, 0, 0, 0, 0, 0.000222702, 0, 0, 0, 0, 0, 0.000222707, 0, 0, 0, 0, 0, 0.000222702, 0, 0, 0, 0, 0, 0.000222707, 0, 0, 0, 0, 0, 0.000222702, 0, 0, 0, 0, 0, 0.000222707, 0, 0, 0, 0, 0, 0.000221147, 0, 0, 0.000222708, 0, 0, 0.0119893, 0.119929, 0.00251864, 0.331837, 0.105261, 0.000892704, 2.87358, 1.02642, 0.274756, 0.0981462, 4.8273, 0.00446577, 0.0998928, 0.100107
20.5, 0, 0, 0, 0.000222944, 0, 0, 0, 0, 0, 0.000223239, 0, 0, 0, 0, 0, 0.00022325, 0, 0, 0, 0, 0, 0.000223256, 0, 0, 0, 0, 0, 0.000223251, 0, 0, 0, 0, 0, 0.000223256, 0, 0, 0, 0, 0, 0.000223251, 0, 0, 0, 0, 0, 0.000223256, 0, 0, 0, 0, 0, 0.000223251, 0, 0, 0, 0, 0, 0.000223256, 0, 0, 0, 0, 0, 0.000221652, 0, 0, 0.000223256, 0, 0, 0.0119893, 0.11993, 0.00254032, 0.33167, 0.105204, 0.000894863, 2.87355, 1.02645, 0.274919, 0.0982076, 4.82713, 0.00447068, 0.099895, 0.100105
21, 0, 0, 0, 0.000223503, 0, 0, 0, 0, 0, 0.000223799, 0, 0, 0, 0, 0, 0.000223811, 0, 0, 0, 0, 0, 0.000223817, 0, 0, 0, 0, 0, 0.000223812, 0, 0, 0, 0, 0, 0.000223817, 0, 0, 0, 0, 0, 0.000223812, 0, 0, 0, 0, 0, 0.000223817, 0, 0, 0, 0, 0, 0.000223811, 0, 0, 0, 0, 0, 0.000223817, 0, 0, 0, 0, 0, 0.00022217, 0, 0, 0.000223817, 0, 0, 0.0119893, 0.11993, 0.00256148, 0.331502, 0.105148, 0.000897071, 2.87353, 1.02647, 0.275081, 0.098269, 4.82696, 0.00447559, 0.0998972, 0.100103
21.5, 0, 0, 0, 0.000224074, 0, 0, 0, 0, 0, 0.000224372, 0, 0, 0, 0, 0, 0.000224383, 0, 0, 0, 0, 0, 0.000224389, 0, 0, 0, 0, 0, 0.000224384, 0, 0, 0, 0, 0, 0.000224389, 0, 0, 0, 0, 0, 0.000224384, 0, 0, 0, 0, 0, 0.000224389, 0, 0, 0, 0, 0, 0.000224384, 0, 0, 0, 0, 0, 0.000224389, 0, 0, 0, 0, 0, 0.000222702, 0, 0, 0.000224389, 0, 0, 0.0119894, 0.11993, 0.00258215, 0.331334, 0.105093, 0.000899324, 2.8735, 1.0265, 0.275243, 0.0983302, 4.8268, 0.0044805, 0.0998994, 0.100101
22, 0, 0, 0, 0.000224655, 0, 0, 0, 0, 0, 0.000224955, 0, 0, 0, 0, 0, 0.000224967, 0, 0, 0, 0, 0, 0.000224973, 0, 0, 0, 0, 0, 0.000224967, 0, 0, 0, 0, 0, 0.000224973, 0, 0, 0, 0, 0, 0.000224967, 0, 0, 0, 0, 0, 0.000224973, 0, 0, 0, 0, 0, 0.000224967, 0, 0, 0, 0, 0, 0.000224973, 0, 0, 0, 0, 0, 0.000223246, 0, 0, 0.000224973, 0, 0, 0.0119894, 0.11993, 0.00260232, 0.331166, 0.105038, 0.000901621, 2.87347, 1.02653, 0.275405, 0.0983914, 4.82663, 0.00448542, 0.0999017, 0.100098
22.5, 0, 0, 0, 0.000225248, 0, 0, 0, 0, 0, 0.00022555, 0, 0, 0, 0, 0, 0.000225561, 0, 0, 0, 0, 0, 0.000225567, 0, 0, 0, 0, 0, 0.000225562, 0, 0, 0, 0, 0, 0.000225567, 0, 0, 0, 0, 0, 0.000225562, 0, 0, 0, 0, 0, 0.000225567, 0, 0, 0, 0, 0, 0.000225561, 0, 0, 0, 0, 0, 0.000225567, 0, 0, 0, 0, 0, 0.000223803, 0, 0, 0.000225567, 0, 0, 0.0119894, 0.11993, 0.00262203, 0.330998, 0.104984, 0.00090396, 2.87345, 1.02655, 0.275566, 0.0984525, 4.82646, 0.00449035, 0.0999041, 0.100096
23, 0, 0, 0, 0.000225851, 0, 0, 0, 0, 0, 0.000226154, 0, 0, 0, 0, 0, 0.000226165, 0, 0, 0, 0, 0, 0.000226172, 0, 0, 0, 0, 0, 0.000226166, 0, 0, 0, 0, 0, 0.000226172, 0, 0, 0, 0, 0, 0.000226166, 0, 0, 0, 0, 0, 0.000226172, 0, 0, 0, 0, 0, 0.000226166, 0, 0, 0, 0, 0, 0.000226172, 0, 0, 0, 0, 0, 0.000224372, 0, 0, 0.000226172, 0, 0, 0.0119895, 0.119931, 0.00264127, 0.330829, 0.10493, 0.00090634, 2.87342, 1.02658, 0.275728, 0.0985136, 4.8263, 0.00449528, 0.0999065, 0.100094
23.5, 0, 0, 0, 0.000226464, 0, 0, 0, 0, 0, 0.000226769, 0, 0, 0, 0, 0, 0.00022678, 0, 0, 0, 0, 0, 0.000226786, 0, 0, 0, 0, 0, 0.000226781, 0, 0, 0, 0, 0, 0.000226786, 0, 0, 0, 0, 0, 0.000226781, 0, 0, 0, 0, 0, 0.000226786, 0, 0, 0, 0, 0, 0.000226781, 0, 0, 0, 0, 0, 0.000226786, 0, 0, 0, 0, 0, 0.000224951, 0, 0, 0.000226787, 0, 0, 0.0119895, 0.119931, 0.00266005, 0.33066, 0.104876, 0.000908758, 2.8734, 1.0266, 0.275889, 0.0985745, 4.82614, 0.00450021, 0.0999089, 0.100091
24, 0, 0, 0, 0.000227086, 0, 0, 0, 0, 0, 0.000227393, 0, 0, 0, 0, 0, 0.000227404, 0, 0, 0, 0, 0, 0.000227411, 0, 0, 0, 0, 0, 0.000227405, 0, 0, 0, 0, 0, 0.000227411, 0, 0, 0, 0, 0, 0.000227405, 0, 0, 0, 0, 0, 0.000227411, 0, 0, 0, 0, 0, 0.000227405, 0, 0, 0, 0, 0, 0.000227411, 0, 0, 0, 0, 0, 0.000225542, 0, 0, 0.000227411, 0, 0, 0.0119895, 0.119931, 0.0026784, 0.330491, 0.104823, 0.000911214, 2.87337, 1.02663, 0.27605, 0.0986354, 4.82597, 0.00450515, 0.0999113, 0.100089
24.5, 0, 0, 0, 0.000227717, 0, 0, 0, 0, 0, 0.000228026, 0, 0, 0, 0, 0, 0.000228037, 0, 0, 0, 0, 0, 0.000228044, 0, 0, 0, 0, 0, 0.000228038, 0, 0, 0, 0, 0, 0.000228044, 0, 0, 0, 0, 0, 0.000228038, 0, 0, 0, 0, 0, 0.000228044, 0, 0, 0, 0, 0, 0.000228038, 0, 0, 0, 0, 0, 0.000228044, 0, 0, 0, 0, 0, 0.000226143, 0, 0, 0.000228044, 0, 0, 0.0119895, 0.119931, 0.00269633, 0.330322, 0.104771, 0.000913705, 2.87334, 1.02666, 0.276211, 0.0986962, 4.82581, 0.00451009, 0.0999138, 0.100086
25, 0, 0, 0, 0.000228357, 0, 0, 0, 0, 0, 0.000228668, 0, 0, 0, 0, 0, 0.000228679, 0, 0, 0, 0, 0, 0.000228686, 0, 0, 0, 0, 0, 0.00022868, 0, 0, 0, 0, 0, 0.000228686, 0, 0, 0, 0, 0, 0.00022868, 0, 0, 0, 0, 0, 0.000228686, 0, 0, 0, 0, 0, 0.00022868, 0, 0, 0, 0, 0, 0.000228686, 0, 0, 0, 0, 0, 0.000226754, 0, 0, 0.000228686, 0, 0, 0.0119896, 0.119931, 0.00271383, 0.330153, 0.104718, 0.000916231, 2.87332, 1.02668, 0.276371, 0.098757, 4.82565, 0.00451503, 0.0999164, 0.100084
25.5, 0, 0, 0, 0.000229005, 0, 0, 0, 0, 0, 0.000229318, 0, 0, 0, 0, 0, 0.000229329, 0, 0, 0, 0, 0, 0.000229336, 0, 0, 0, 0, 0, 0.00022933, 0, 0, 0, 0, 0, 0.000229336, 0, 0, 0, 0, 0, 0.00022933, 0, 0, 0, 0, 0, 0.000229336, 0, 0, 0, 0, 0, 0.00022933, 0, 0, 0, 0, 0, 0.000229336, 0, 0, 0, 0, 0, 0.000227375, 0, 0, 0.000229337, 0, 0, 0.0119896, 0.119931, 0.00273093, 0.329984, 0.104667, 0.000918789, 2.87329, 1.02671, 0.276532, 0.0988176, 4.82548, 0.00451998, 0.0999189, 0.100081
26, 0, 0, 0, 0.000229662, 0, 0, 0, 0, 0, 0.000229976, 0, 0, 0, 0, 0, 0.000229988, 0, 0, 0, 0, 0, 0.000229994, 0, 0, 0, 0, 0, 0.000229989, 0, 0, 0, 0, 0, 0.000229994, 0, 0, 0, 0, 0, 0.000229989, 0, 0, 0, 0, 0, 0.000229994, 0, 0, 0, 0, 0, 0.000229988, 0, 0, 0, 0, 0, 0.000229994, 0, 0, 0, 0, 0, 0.000228005, 0, 0, 0.000229995, 0, 0, 0.0119896, 0.119932, 0.00274763, 0.329815, 0.104615, 0.000921378, 2.87327, 1.02673, 0.276692, 0.0988782, 4.82532, 0.00452492, 0.0999215, 0.100078
26.5, 0, 0, 0, 0.000230326, 0, 0, 0, 0, 0, 0.000230642, 0, 0, 0, 0, 0, 0.000230654, 0, 0, 0, 0, 0, 0.00023066, 0, 0, 0, 0, 0, 0.000230655, 0, 0, 0, 0, 0, 0.00023066, 0, 0, 0, 0, 0, 0.000230655, 0, 0, 0, 0, 0, 0.00023066, 0, 0, 0, 0, 0, 0.000230654, 0, 0, 0, 0, 0, 0.00023066, 0, 0, 0, 0, 0, 0.000228644, 0, 0, 0.000230661, 0, 0, 0.0119896, 0.119932, 0.00276395, 0.329646, 0.104563, 0.000923997, 2.87324, 1.02676, 0.276852, 0.0989387, 4.82516, 0.00452987, 0.0999241, 0.100076
27, 0, 0, 0, 0.000230997, 0, 0, 0, 0, 0, 0.000231315, 0, 0, 0, 0, 0, 0.000231327, 0, 0, 0, 0, 0, 0.000231334, 0, 0, 0, 0, 0, 0.000231328, 0, 0, 0, 0, 0, 0.000231334, 0, 0, 0, 0, 0, 0.000231328, 0, 0, 0, 0, 0, 0.000231334, 0, 0, 0, 0, 0, 0.000231327, 0, 0, 0, 0, 0, 0.000231334, 0, 0, 0, 0, 0, 0.000229292, 0, 0, 0.000231334, 0, 0, 0.0119896, 0.119932, 0.00277989, 0.329476, 0.104512, 0.000926645, 2.87322, 1.02678, 0.277012, 0.0989992, 4.825, 0.00453482, 0.0999268, 0.100073
27.5, 0, 0, 0, 0.000231675, 0, 0, 0, 0, 0, 0.000231995, 0, 0, 0, 0, 0, 0.000232007, 0, 0, 0, 0, 0, 0.000232014, 0, 0, 0, 0, 0, 0.000232008, 0, 0, 0, 0, 0, 0.000232014, 0, 0, 0, 0, 0, 0.000232008, 0, 0, 0, 0, 0, 0.000232014, 0, 0, 0, 0, 0, 0.000232007, 0, 0, 0, 0, 0, 0.000232014, 0, 0, 0, 0, 0, 0.000229947, 0, 0, 0.000232014, 0, 0, 0.0119897, 0.119932, 0.00279547, 0.329307, 0.104461, 0.000929319, 2.87319, 1.02681, 0.277172, 0.0990595, 4.82484, 0.00453977, 0.0999295, 0.100071
28, 0, 0, 0, 0.00023236, 0, 0, 0, 0, 0, 0.000232682, 0, 0, 0, 0, 0, 0.000232694, 0, 0, 0, 0, 0, 0.000232701, 0, 0, 0, 0, 0, 0.000232695, 0, 0, 0, 0, 0, 0.000232701, 0, 0, 0, 0, 0, 0.000232695, 0, 0, 0, 0, 0, 0.000232701, 0, 0, 0, 0, 0, 0.000232694, 0, 0, 0, 0, 0, 0.000232701, 0, 0, 0, 0, 0, 0.00023061, 0, 0, 0.000232701, 0, 0, 0.0119897, 0.119932, 0.00281068, 0.329138, 0.104411, 0.00093202, 2.87317, 1.02683, 0.277331, 0.0991198, 4.82468, 0.00454471, 0.0999322, 0.100068
28.5, 0, 0, 0, 0.000233051, 0, 0, 0, 0, 0, 0.000233375, 0, 0, 0, 0, 0, 0.000233387, 0, 0, 0, 0, 0, 0.000233394, 0, 0, 0, 0, 0, 0.000233388, 0, 0, 0, 0, 0, 0.000233394, 0, 0, 0, 0, 0, 0.000233388, 0, 0, 0, 0, 0, 0.000233394, 0, 0, 0, 0, 0, 0.000233387, 0, 0, 0, 0, 0, 0.000233394, 0, 0, 0, 0, 0, 0.000231281, 0, 0, 0.000233394, 0, 0, 0.0119897, 0.119932, 0.00282555, 0.328969, 0.10436, 0.000934745, 2.87314, 1.02686, 0.277491, 0.09918, 4.82452, 0.00454966, 0.0999349, 0.100065
29, 0, 0, 0, 0.000233748, 0, 0, 0, 0, 0, 0.000234074, 0, 0, 0, 0, 0, 0.000234086, 0, 0, 0, 0, 0, 0.000234093, 0, 0, 0, 0, 0, 0.000234087, 0, 0, 0, 0, 0, 0.000234093, 0, 0, 0, 0, 0, 0.000234087, 0, 0, 0, 0, 0, 0.000234093, 0, 0, 0, 0, 0, 0.000234087, 0, 0, 0, 0, 0, 0.000234093, 0, 0, 0, 0, 0, 0.000231958, 0, 0, 0.000234094, 0, 0, 0.0119897, 0.119932, 0.00284008, 0.328801, 0.10431, 0.000937493, 2.87312, 1.02688, 0.27765, 0.0992401, 4.82436, 0.00455461, 0.0999376, 0.100062
29.5, 0, 0, 0, 0.00023445, 0, 0, 0, 0, 0, 0.000234779, 0, 0, 0, 0, 0, 0.000234791, 0, 0, 0, 0, 0, 0.000234798, 0, 0, 0, 0, 0, 0.000234792, 0, 0, 0, 0, 0, 0.000234798, 0, 0, 0, 0, 0, 0.000234792, 0, 0, 0, 0, 0, 0.000234798, 0, 0, 0, 0, 0, 0.000234791, 0, 0, 0, 0, 0, 0.000234798, 0, 0, 0, 0, 0, 0.000232643, 0, 0, 0.000234798, 0, 0, 0.0119897, 0.119932, 0.00285428, 0.328632, 0.104259, 0.000940264, 2.87309, 1.02691, 0.277809, 0.0993002, 4.8242, 0.00455956, 0.0999404, 0.10006
30, 0, 0, 0, 0.000235159, 0, 0, 0, 0, 0, 0.000235489, 0, 0, 0, 0, 0, 0.000235501, 0, 0, 0, 0, 0, 0.000235508, 0, 0, 0, 0, 0, 0.000235502, 0, 0, 0, 0, 0, 0.000235508, 0, 0, 0, 0, 0, 0.000235502, 0, 0, 0, 0, 0, 0.000235508, 0, 0, 0, 0, 0, 0.000235502, 0, 0, 0, 0, 0, 0.000235508, 0, 0, 0, 0, 0, 0.000233333, 0, 0, 0.000235509, 0, 0, 0.0119897, 0.119932, 0.00286816, 0.328463, 0.104209, 0.000943056, 2.87307, 1.02693, 0.277967, 0.0993602, 4.82405, 0.00456451, 0.0999432, 0.100057
30.5, 0, 0, 0, 0.000235872, 0, 0, 0, 0, 0, 0.000236204, 0, 0, 0, 0, 0, 0.000236216, 0, 0, 0, 0, 0, 0.000236224, 0, 0, 0, 0, 0, 0.000236217, 0, 0, 0, 0, 0, 0.000236224, 0, 0, 0, 0, 0, 0.000236217, 0, 0, 0, 0, 0, 0.000236224, 0, 0, 0, 0, 0, 0.000236217, 0, 0, 0, 0, 0, 0.000236224, 0, 0, 0, 0, 0, 0.00023403, 0, 0, 0.000236224, 0, 0, 0.0119897, 0.119933, 0.00288172, 0.328295, 0.104159, 0.000945867, 2.87304, 1.02696, 0.278126, 0.0994201, 4.82389, 0.00456946, 0.099946, 0.100054
31, 0, 0, 0, 0.00023659, 0, 0, 0, 0, 0, 0.000236925, 0, 0, 0, 0, 0, 0.000236937, 0, 0, 0, 0, 0, 0.000236944, 0, 0, 0, 0, 0, 0.000236938, 0, 0, 0, 0, 0, 0.000236944, 0, 0, 0, 0, 0, 0.000236938, 0, 0, 0, 0, 0, 0.000236944, 0, 0, 0, 0, 0, 0.000236937, 0, 0, 0, 0, 0, 0.000236944, 0, 0, 0, 0, 0, 0.000234733, 0, 0, 0.000236945, 0, 0, 0.0119898, 0.119933, 0.00289498, 0.328127, 0.104109, 0.000948698, 2.87302, 1.02698, 0.278284, 0.0994799, 4.82373, 0.0045744, 0.0999488, 0.100051
31.5, 0, 0, 0, 0.000237313, 0, 0, 0, 0, 0, 0.00023765, 0, 0, 0, 0, 0, 0.000237662, 0, 0, 0, 0, 0, 0.000237669, 0, 0, 0, 0, 0, 0.000237663, 0, 0, 0, 0, 0, 0.000237669, 0, 0, 0, 0, 0, 0.000237663, 0, 0, 0, 0, 0, 0.000237669, 0, 0, 0, 0, 0, 0.000237662, 0, 0, 0, 0, 0, 0.000237669, 0, 0, 0, 0, 0, 0.000235441, 0, 0, 0.00023767, 0, 0, 0.0119898, 0.119933, 0.00290793, 0.327959, 0.10406, 0.000951546, 2.87299, 1.02701, 0.278442, 0.0995396, 4.82358, 0.00457935, 0.0999517, 0.100048
32, 0, 0, 0, 0.00023804, 0, 0, 0, 0, 0, 0.000238379, 0, 0, 0, 0, 0, 0.000238391, 0, 0, 0, 0, 0, 0.000238398, 0, 0, 0, 0, 0, 0.000238392, 0, 0, 0, 0, 0, 0.000238398, 0, 0, 0, 0, 0, 0.000238392, 0, 0, 0, 0, 0, 0.000238398, 0, 0, 0, 0, 0, 0.000238392, 0, 0, 0, 0, 0, 0.000238398, 0, 0, 0, 0, 0, 0.000236154, 0, 0, 0.000238399, 0, 0, 0.0119898, 0.119933, 0.0029206, 0.327791, 0.10401, 0.000954411, 2.87297, 1.02703, 0.2786, 0.0995993, 4.82342, 0.0045843, 0.0999546, 0.100045
32.5, 0, 0, 0, 0.000238771, 0, 0, 0, 0, 0, 0.000239112, 0, 0, 0, 0, 0, 0.000239124, 0, 0, 0, 0, 0, 0.000239132, 0, 0, 0, 0, 0, 0.000239125, 0, 0, 0, 0, 0, 0.000239132, 0, 0, 0, 0, 0, 0.000239125, 0, 0, 0, 0, 0, 0.000239132, 0, 0, 0, 0, 0, 0.000239125, 0, 0, 0, 0, 0, 0.000239132, 0, 0, 0, 0, 0, 0.000236873, 0, 0, 0.000239132, 0, 0, 0.0119898, 0.119933, 0.00293298, 0.327623, 0.10396, 0.000957292, 2.87294, 1.02706, 0.278758, 0.0996589, 4.82326, 0.00458924, 0.0999574, 0.100043
33, 0, 0, 0, 0.000239506, 0, 0, 0, 0, 0, 0.000239849, 0, 0, 0, 0, 0, 0.000239862, 0, 0, 0, 0, 0, 0.000239869, 0, 0, 0, 0, 0, 0.000239863, 0, 0, 0, 0, 0, 0.000239869, 0, 0, 0, 0, 0, 0.000239863, 0, 0, 0, 0, 0, 0.000239869, 0, 0, 0, 0, 0, 0.000239862, 0, 0, 0, 0, 0, 0.000239869, 0, 0, 0, 0, 0, 0.000237596, 0, 0, 0.00023987, 0, 0, 0.0119898, 0.119933, 0.00294508, 0.327455, 0.103911, 0.000960188, 2.87292, 1.02708, 0.278915, 0.0997184, 4.82311, 0.00459418, 0.0999603, 0.10004
33.5, 0, 0, 0, 0.000240245, 0, 0, 0, 0, 0, 0.00024059, 0, 0, 0, 0, 0, 0.000240603, 0, 0, 0, 0, 0, 0.00024061, 0, 0, 0, 0, 0, 0.000240604, 0, 0, 0, 0, 0, 0.00024061, 0, 0, 0, 0, 0, 0.000240604, 0, 0, 0, 0, 0, 0.00024061, 0, 0, 0, 0, 0, 0.000240603, 0, 0, 0, 0, 0, 0.00024061, 0, 0, 0, 0, 0, 0.000238323, 0, 0, 0.000240611, 0, 0, 0.0119898, 0.119933, 0.00295691, 0.327288, 0.103861, 0.000963098, 2.8729, 1.0271, 0.279073, 0.0997779, 4.82295, 0.00459912, 0.0999632, 0.100037
34, 0, 0, 0, 0.000240987, 0, 0, 0, 0, 0, 0.000241334, 0, 0, 0, 0, 0, 0.000241347, 0, 0, 0, 0, 0, 0.000241354, 0, 0, 0, 0, 0, 0.000241348, 0, 0, 0, 0, 0, 0.000241354, 0, 0, 0, 0, 0, 0.000241348, 0, 0, 0, 0, 0, 0.000241354, 0, 0, 0, 0, 0, 0.000241347, 0, 0, 0, 0, 0, 0.000241354, 0, 0, 0, 0, 0, 0.000239055, 0, 0, 0.000241355, 0, 0, 0.0119898, 0.119933, 0.00296848, 0.327121, 0.103812, 0.000966021, 2.87287, 1.02713, 0.27923, 0.0998373, 4.8228, 0.00460406, 0.0999662, 0.100034
34.5, 0, 0, 0, 0.000241732, 0, 0, 0, 0, 0, 0.000242082, 0, 0, 0, 0, 0, 0.000242094, 0, 0, 0, 0, 0, 0.000242102, 0, 0, 0, 0, 0, 0.000242095, 0, 0, 0, 0, 0, 0.000242102, 0, 0, 0, 0, 0, 0.000242095, 0, 0, 0, 0, 0, 0.000242102, 0, 0, 0, 0, 0, 0.000242095, 0, 0, 0, 0, 0, 0.000242102, 0, 0, 0, 0, 0, 0.00023979, 0, 0, 0.000242103, 0, 0, 0.0119898, 0.119933, 0.00297979, 0.326954, 0.103763, 0.000968956, 2.87285, 1.02715, 0.279387, 0.0998966, 4.82265, 0.004609, 0.0999691, 0.100031
35, 0, 0, 0, 0.000242481, 0, 0, 0, 0, 0, 0.000242832, 0, 0, 0, 0, 0, 0.000242845, 0, 0, 0, 0, 0, 0.000242852, 0, 0, 0, 0, 0, 0.000242846, 0, 0, 0, 0, 0, 0.000242852, 0, 0, 0, 0, 0, 0.000242846, 0, 0, 0, 0, 0, 0.000242852, 0, 0, 0, 0, 0, 0.000242845, 0, 0, 0, 0, 0, 0.000242852, 0, 0, 0, 0, 0, 0.00024053, 0, 0, 0.000242853, 0, 0, 0.0119898, 0.119933, 0.00299085, 0.326787, 0.103714, 0.000971902, 2.87282, 1.02718, 0.279543, 0.0999558, 4.82249, 0.00461394, 0.099972, 0.100028
35.5, 0, 0, 0, 0.000243232, 0, 0, 0, 0, 0, 0.000243585, 0, 0, 0, 0, 0, 0.000243598, 0, 0, 0, 0, 0, 0.000243606, 0, 0, 0, 0, 0, 0.000243599, 0, 0, 0, 0, 0, 0.000243606, 0, 0, 0, 0, 0, 0.000243599, 0, 0, 0, 0, 0, 0.000243606, 0, 0, 0, 0, 0, 0.000243599, 0, 0, 0, 0, 0, 0.000243606, 0, 0, 0, 0, 0, 0.000241272, 0, 0, 0.000243606, 0, 0, 0.0119898, 0.119933, 0.00300167, 0.326621, 0.103664, 0.000974859, 2.8728, 1.0272, 0.2797, 0.100015, 4.82234, 0.00461887, 0.099975, 0.100025
36, 0, 0, 0, 0.000243985, 0, 0, 0, 0, 0, 0.000244341, 0, 0, 0, 0, 0, 0.000244354, 0, 0, 0, 0, 0, 0.000244361, 0, 0, 0, 0, 0, 0.000244355, 0, 0, 0, 0, 0, 0.000244362, 0, 0, 0, 0, 0, 0.000244355, 0, 0, 0, 0, 0, 0.000244362, 0, 0, 0, 0, 0, 0.000244354, 0, 0, 0, 0, 0, 0.000244362, 0, 0, 0, 0, 0, 0.000242018, 0, 0, 0.000244362, 0, 0, 0.0119898, 0.119933, 0.00301225, 0.326454, 0.103615, 0.000977826, 2.87278, 1.02722, 0.279856, 0.100074, 4.82219, 0.0046238, 0.099978, 0.100022
