time, PP__rbcM, PP__suc, PP__alb, PP__gal, PP__galM, PP__h2oM, S001__rbcM, S001__suc, S001__alb, S001__gal, S001__galM, S001__h2oM, D001__rbcM, D001__suc, D001__alb, D001__gal, D001__galM, D001__h2oM, S002__rbcM, S002__suc, S002__alb, S002__gal, S002__galM, S002__h2oM, D002__rbcM, D002__suc, D002__alb, D002__gal, D002__galM, D002__h2oM, S003__rbcM, S003__suc, S003__alb, S003__gal, S003__galM, S003__h2oM, D003__rbcM, D003__suc, D003__alb, D003__gal, D003__galM, D003__h2oM, S004__rbcM, S004__suc, S004__alb, S004__gal, S004__galM, S004__h2oM, D004__rbcM, D004__suc, D004__alb, D004__gal, D004__galM, D004__h2oM, S005__rbcM, S005__suc, S005__alb, S005__gal, S005__galM, S005__h2oM, D005__rbcM, D005__suc, D005__alb, D005__gal, D005__galM, D005__h2oM, PV__rbcM, PV__suc, PV__alb, PV__gal, PV__galM, PV__h2oM, H01__gal, H01__galM, H01__h2oM, H01__glc1p, H01__glc6p, H01__gal1p, H01__udpglc, H01__udpgal, H01__galtol, H01__atp, H01__adp, H01__utp, H01__udp, H01__phos, H01__ppi, H01__nadp, H01__nadph, FlowPPS001_rbcM, FlowS001S002_rbcM, FlowS002S003_rbcM, FlowS003S004_rbcM, FlowS004S005_rbcM, FlowS005PV_rbcM, FlowPVNULL_rbcM, FlowPPS001_suc, FlowS001S002_suc, FlowS002S003_suc, FlowS003S004_suc, FlowS004S005_suc, FlowS005PV_suc, FlowPVNULL_suc, FlowPPS001_alb, FlowS001S002_alb, FlowS002S003_alb, FlowS003S004_alb, FlowS004S005_alb, FlowS005PV_alb, FlowPVNULL_alb, FlowPPS001_gal, FlowS001S002_gal, FlowS002S003_gal, FlowS003S004_gal, FlowS004S005_gal, FlowS005PV_gal, FlowPVNULL_gal, FlowPPS001_galM, FlowS001S002_galM, FlowS002S003_galM, FlowS003S004_galM, FlowS004S005_galM, FlowS005PV_galM, FlowPVNULL_galM, FlowPPS001_h2oM, FlowS001S002_h2oM, FlowS002S003_h2oM, FlowS003S004_h2oM, FlowS004S005_h2oM, FlowS005PV_h2oM, FlowPVNULL_h2oM, DiffPPS001_rbcM, DiffS001S002_rbcM, DiffS002S003_rbcM, DiffS003S004_rbcM, DiffS004S005_rbcM, DiffS005PV_rbcM, DiffD001D002_rbcM, DiffD002D003_rbcM, DiffD003D004_rbcM, DiffD004D005_rbcM, DiffS001D001_rbcM, DiffS002D002_rbcM, DiffS003D003_rbcM, DiffS004D004_rbcM, DiffS005D005_rbcM, DiffPPS001_suc, DiffS001S002_suc, DiffS002S003_suc, DiffS003S004_suc, DiffS004S005_suc, DiffS005PV_suc, DiffD001D002_suc, DiffD002D003_suc, DiffD003D004_suc, DiffD004D005_suc, DiffS001D001_suc, DiffS002D002_suc, DiffS003D003_suc, DiffS004D004_suc, DiffS005D005_suc, DiffPPS001_alb, DiffS001S002_alb, DiffS002S003_alb, DiffS003S004_alb, DiffS004S005_alb, DiffS005PV_alb, DiffD001D002_alb, DiffD002D003_alb, DiffD003D004_alb, DiffD004D005_alb, DiffS001D001_alb, DiffS002D002_alb, DiffS003D003_alb, DiffS004D004_alb, DiffS005D005_alb, DiffPPS001_gal, DiffS001S002_gal, DiffS002S003_gal, DiffS003S004_gal, DiffS004S005_gal, DiffS005PV_gal, DiffD001D002_gal, DiffD002D003_gal, DiffD003D004_gal, DiffD004D005_gal, DiffS001D001_gal, DiffS002D002_gal, DiffS003D003_gal, DiffS004D004_gal, DiffS005D005_gal, DiffPPS001_galM, DiffS001S002_galM, DiffS002S003_galM, DiffS003S004_galM, DiffS004S005_galM, DiffS005PV_galM, DiffD001D002_galM, DiffD002D003_galM, DiffD003D004_galM, DiffD004D005_galM, DiffS001D001_galM, DiffS002D002_galM, DiffS003D003_galM, DiffS004D004_galM, DiffS005D005_galM, DiffPPS001_h2oM, DiffS001S002_h2oM, DiffS002S003_h2oM, DiffS003S004_h2oM, DiffS004S005_h2oM, DiffS005PV_h2oM, DiffD001D002_h2oM, DiffD002D003_h2oM, DiffD003D004_h2oM, DiffD004D005_h2oM, DiffS001D001_h2oM, DiffS002D002_h2oM, DiffS003D003_h2oM, DiffS004D004_h2oM, DiffS005D005_h2oM, H01__GALK, H01__GALKM, H01__IMP, H01__ATPS, H01__ALDR, H01__NADPR, H01__GALT, H01__GALE, H01__UGP, H01__UGALP, H01__PPASE, H01__NDKU, H01__PGM1, H01__GLY, H01__GTFGAL, H01__GTFGLC, D001__GLUT2_GAL, D001__GLUT2_GALM, D002__GLUT2_GAL, D002__GLUT2_GALM, D003__GLUT2_GAL, D003__GLUT2_GALM, D004__GLUT2_GAL, D004__GLUT2_GALM, D005__GLUT2_GAL, D005__GLUT2_GALM
60, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.737327, 0, 0, 0, 0, 0, 0.734974, 0, 0, 0, 0, 0, 0.734851, 0, 0, 0, 0, 0, 0.734834, 0, 0, 0, 0, 0, 0.734828, 0, 0, 0, 0, 0, 0.734833, 0, 0, 0, 0, 0, 0.734828, 0, 0, 0, 0, 0, 0.734832, 0, 0, 0, 0, 0, 0.734828, 0, 0, 0, 0, 0, 0.734832, 0, 0, 0, 0, 0, 0.734289, 0, 0, 0.734833, 0, 0, 0.0129645, 0.126298, 0.494584, 0.24833, 0.175708, 0.0949982, 2.79812, 1.10188, 0.276909, 0.109052, 4.39696, 0.00658307, 0.193738, 0.00626159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 8.96903e-15, 8.93891e-15, 8.93863e-15, 8.93863e-15, 8.93863e-15, 8.93207e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39044e-17, 6.02254e-19, 5.67596e-21, 5.34978e-23, 2.47384e-23, 1.31115e-19, 1.35464e-20, 1.27722e-22, 1.20382e-24, 5.56443e-25, 3.25207e-15, 2.41978e-17, -6.22262e-18, -6.50934e-18, -6.64193e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32171e-15, 0, 2.54734e-16, 3.28144e-15, 1.41146e-17, 7.47739e-19, 1.27544e-15, -2.07451e-15, -9.17023e-16, 9.89266e-16, 6.80466e-17, 8.73364e-17, 2.19128e-15, 2.18356e-15, 1.1089e-16, 0, 3.24948e-15, 0, 2.16286e-17, 0, -8.80516e-18, 0, -9.09201e-18, 0, -9.2246e-18, 0
66, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.74279, 0, 0, 0, 0, 0, 0.740486, 0, 0, 0, 0, 0, 0.740366, 0, 0, 0, 0, 0, 0.740348, 0, 0, 0, 0, 0, 0.740344, 0, 0, 0, 0, 0, 0.740347, 0, 0, 0, 0, 0, 0.740343, 0, 0, 0, 0, 0, 0.740347, 0, 0, 0, 0, 0, 0.740343, 0, 0, 0, 0, 0, 0.740347, 0, 0, 0, 0, 0, 0.739948, 0, 0, 0.740347, 0, 0, 0.0130045, 0.126559, 0.522084, 0.244363, 0.17835, 0.0950665, 2.79373, 1.10627, 0.277424, 0.109863, 4.37274, 0.00672722, 0.193779, 0.00622072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.03549e-15, 9.006e-15, 9.00572e-15, 9.00572e-15, 9.00572e-15, 9.00092e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.25752e-17, 5.89729e-19, 5.55793e-21, 5.23843e-23, 1.82488e-23, 9.60617e-20, 1.32662e-20, 1.25081e-22, 1.17891e-24, 4.10522e-25, 3.18601e-15, 2.52921e-17, -4.49552e-18, -4.77627e-18, -4.87408e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31802e-15, 0, 2.60418e-16, 3.29713e-15, 9.36917e-18, 7.48135e-19, 1.30424e-15, -2.18244e-15, -9.77065e-16, 1.05493e-15, 7.4205e-17, 9.08485e-17, 2.2803e-15, 2.27372e-15, 1.11489e-16, 0, 3.1841e-15, 0, 2.34099e-17, 0, -6.39074e-18, 0, -6.67162e-18, 0, -6.76942e-18, 0
72, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.746838, 0, 0, 0, 0, 0, 0.744569, 0, 0, 0, 0, 0, 0.744452, 0, 0, 0, 0, 0, 0.744433, 0, 0, 0, 0, 0, 0.74443, 0, 0, 0, 0, 0, 0.744432, 0, 0, 0, 0, 0, 0.744429, 0, 0, 0, 0, 0, 0.744432, 0, 0, 0, 0, 0, 0.744429, 0, 0, 0, 0, 0, 0.744432, 0, 0, 0, 0, 0, 0.744134, 0, 0, 0.744432, 0, 0, 0.0130388, 0.126783, 0.546017, 0.241031, 0.180536, 0.0951235, 2.78989, 1.11011, 0.277863, 0.11057, 4.3517, 0.00685259, 0.193809, 0.00619121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.08472e-15, 9.0557e-15, 9.05543e-15, 9.05542e-15, 9.05542e-15, 9.05183e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15905e-17, 5.80449e-19, 5.47049e-21, 5.15595e-23, 1.3755e-23, 7.17912e-20, 1.30586e-20, 1.23124e-22, 1.16045e-24, 3.09458e-25, 3.13699e-15, 2.60199e-17, -3.29888e-18, -3.57521e-18, -3.64893e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31292e-15, 0, 2.65081e-16, 3.30925e-15, -6.842e-18, 7.48421e-19, 1.32746e-15, -2.27397e-15, -1.02969e-15, 1.11276e-15, 7.98925e-17, 9.40132e-17, 2.35628e-15, 2.35066e-15, 1.11976e-16, 0, 3.13556e-15, 0, 2.46138e-17, 0, -4.7178e-18, 0, -4.99425e-18, 0, -5.06798e-18, 0
78, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.749897, 0, 0, 0, 0, 0, 0.747655, 0, 0, 0, 0, 0, 0.74754, 0, 0, 0, 0, 0, 0.747521, 0, 0, 0, 0, 0, 0.747518, 0, 0, 0, 0, 0, 0.74752, 0, 0, 0, 0, 0, 0.747518, 0, 0, 0, 0, 0, 0.74752, 0, 0, 0, 0, 0, 0.747518, 0, 0, 0, 0, 0, 0.74752, 0, 0, 0, 0, 0, 0.747293, 0, 0, 0.74752, 0, 0, 0.0130681, 0.126974, 0.566834, 0.238224, 0.182363, 0.0951727, 2.78654, 1.11346, 0.278229, 0.111184, 4.33343, 0.00696122, 0.19383, 0.00616952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.12193e-15, 9.09326e-15, 9.09299e-15, 9.09299e-15, 9.09299e-15, 9.09025e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.08462e-17, 5.73436e-19, 5.4044e-21, 5.09361e-23, 1.05965e-23, 5.47349e-20, 1.29017e-20, 1.21644e-22, 1.14649e-24, 2.38416e-25, 3.09988e-15, 2.65081e-17, -2.4564e-18, -2.72939e-18, -2.78619e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30728e-15, 0, 2.68939e-16, 3.31885e-15, -5.66071e-19, 7.48631e-19, 1.34639e-15, -2.35192e-15, -1.07567e-15, 1.1635e-15, 8.50799e-17, 9.68495e-17, 2.42133e-15, 2.41651e-15, 1.12377e-16, 0, 3.09878e-15, 0, 2.54374e-17, 0, -3.53979e-18, 0, -3.8129e-18, 0, -3.86969e-18, 0
84, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.752255, 0, 0, 0, 0, 0, 0.750033, 0, 0, 0, 0, 0, 0.74992, 0, 0, 0, 0, 0, 0.749901, 0, 0, 0, 0, 0, 0.749898, 0, 0, 0, 0, 0, 0.749899, 0, 0, 0, 0, 0, 0.749898, 0, 0, 0, 0, 0, 0.749899, 0, 0, 0, 0, 0, 0.749898, 0, 0, 0, 0, 0, 0.749899, 0, 0, 0, 0, 0, 0.749723, 0, 0, 0.7499, 0, 0, 0.0130933, 0.127138, 0.584936, 0.235855, 0.183905, 0.0952164, 2.78361, 1.11639, 0.278527, 0.111713, 4.31758, 0.007055, 0.193847, 0.00615329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.15061e-15, 9.12221e-15, 9.12195e-15, 9.12194e-15, 9.12194e-15, 9.11982e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.02726e-17, 5.68031e-19, 5.35347e-21, 5.04557e-23, 8.33775e-24, 4.25389e-20, 1.27808e-20, 1.20504e-22, 1.13574e-24, 1.87606e-25, 3.07123e-15, 2.68381e-17, -1.85335e-18, -2.12376e-18, -2.16845e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30159e-15, 0, 2.72155e-16, 3.32661e-15, 4.67433e-18, 7.48788e-19, 1.36202e-15, -2.41855e-15, -1.11579e-15, 1.20791e-15, 8.97575e-17, 9.93741e-17, 2.47717e-15, 2.47302e-15, 1.12712e-16, 0, 3.07037e-15, 0, 2.60074e-17, 0, -2.69659e-18, 0, -2.96713e-18, 0, -3.01181e-18, 0
90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.754106, 0, 0, 0, 0, 0, 0.751901, 0, 0, 0, 0, 0, 0.751789, 0, 0, 0, 0, 0, 0.751769, 0, 0, 0, 0, 0, 0.751767, 0, 0, 0, 0, 0, 0.751768, 0, 0, 0, 0, 0, 0.751767, 0, 0, 0, 0, 0, 0.751768, 0, 0, 0, 0, 0, 0.751767, 0, 0, 0, 0, 0, 0.751768, 0, 0, 0, 0, 0, 0.751628, 0, 0, 0.751768, 0, 0, 0.0131149, 0.12728, 0.600677, 0.233853, 0.185217, 0.0952562, 2.78106, 1.11894, 0.278763, 0.112166, 4.30383, 0.00713564, 0.193859, 0.00614095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.17313e-15, 9.14494e-15, 9.14468e-15, 9.14468e-15, 9.14467e-15, 9.14299e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98223e-17, 5.63788e-19, 5.31348e-21, 5.00786e-23, 6.6919e-24, 3.36536e-20, 1.26858e-20, 1.19609e-22, 1.12729e-24, 1.5058e-25, 3.0487e-15, 2.70632e-17, -1.41384e-18, -1.68224e-18, -1.7181e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29615e-15, 0, 2.74851e-16, 3.33298e-15, 1.54157e-18, 7.48908e-19, 1.37506e-15, -2.47568e-15, -1.1507e-15, 1.24667e-15, 9.39315e-17, 1.0161e-16, 2.52522e-15, 2.52165e-15, 1.12994e-16, 0, 3.04802e-15, 0, 2.64076e-17, 0, -2.08196e-18, 0, -2.35047e-18, 0, -2.38634e-18, 0
96, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.755584, 0, 0, 0, 0, 0, 0.753392, 0, 0, 0, 0, 0, 0.753281, 0, 0, 0, 0, 0, 0.753261, 0, 0, 0, 0, 0, 0.753259, 0, 0, 0, 0, 0, 0.75326, 0, 0, 0, 0, 0, 0.753259, 0, 0, 0, 0, 0, 0.75326, 0, 0, 0, 0, 0, 0.753259, 0, 0, 0, 0, 0, 0.75326, 0, 0, 0, 0, 0, 0.753148, 0, 0, 0.75326, 0, 0, 0.0131336, 0.127401, 0.614365, 0.23216, 0.186344, 0.0952932, 2.77884, 1.12116, 0.278944, 0.112552, 4.2919, 0.00720469, 0.193869, 0.00613147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.19112e-15, 9.1631e-15, 9.16283e-15, 9.16283e-15, 9.16283e-15, 9.16148e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94626e-17, 5.60399e-19, 5.28154e-21, 4.97774e-23, 5.47021e-24, 2.70591e-20, 1.261e-20, 1.18894e-22, 1.12055e-24, 1.23095e-25, 3.03069e-15, 2.7219e-17, -1.0869e-18, -1.35368e-18, -1.383e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2911e-15, 0, 2.77124e-16, 3.33828e-15, 1.04306e-18, 7.49e-19, 1.38607e-15, -2.52477e-15, -1.18106e-15, 1.28042e-15, 9.76201e-17, 1.03579e-16, 2.56666e-15, 2.56358e-15, 1.13234e-16, 0, 3.03014e-15, 0, 2.66935e-17, 0, -1.6247e-18, 0, -1.8916e-18, 0, -1.92092e-18, 0
102, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.756783, 0, 0, 0, 0, 0, 0.754601, 0, 0, 0, 0, 0, 0.754491, 0, 0, 0, 0, 0, 0.754471, 0, 0, 0, 0, 0, 0.754469, 0, 0, 0, 0, 0, 0.75447, 0, 0, 0, 0, 0, 0.754469, 0, 0, 0, 0, 0, 0.75447, 0, 0, 0, 0, 0, 0.754469, 0, 0, 0, 0, 0, 0.75447, 0, 0, 0, 0, 0, 0.754378, 0, 0, 0.75447, 0, 0, 0.0131498, 0.127507, 0.62627, 0.230729, 0.187318, 0.095328, 2.77691, 1.12309, 0.279075, 0.112878, 4.28156, 0.00726358, 0.193876, 0.00612411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.2057e-15, 9.17781e-15, 9.17755e-15, 9.17755e-15, 9.17755e-15, 9.17644e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9171e-17, 5.57651e-19, 5.25565e-21, 4.95333e-23, 4.54554e-24, 2.20686e-20, 1.25485e-20, 1.18314e-22, 1.11508e-24, 1.02289e-25, 3.01607e-15, 2.73277e-17, -8.39365e-19, -1.10483e-18, -1.12919e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28649e-15, 0, 2.79049e-16, 3.34272e-15, 9.24442e-19, 7.49071e-19, 1.39546e-15, -2.56706e-15, -1.20742e-15, 1.30975e-15, 1.00851e-16, 1.05305e-16, 2.60247e-15, 2.5998e-15, 1.1344e-16, 0, 3.01562e-15, 0, 2.69009e-17, 0, -1.27847e-18, 0, -1.54405e-18, 0, -1.56841e-18, 0
108, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.757767, 0, 0, 0, 0, 0, 0.755594, 0, 0, 0, 0, 0, 0.755485, 0, 0, 0, 0, 0, 0.755465, 0, 0, 0, 0, 0, 0.755463, 0, 0, 0, 0, 0, 0.755464, 0, 0, 0, 0, 0, 0.755463, 0, 0, 0, 0, 0, 0.755464, 0, 0, 0, 0, 0, 0.755463, 0, 0, 0, 0, 0, 0.755464, 0, 0, 0, 0, 0, 0.755388, 0, 0, 0.755464, 0, 0, 0.0131638, 0.127598, 0.636626, 0.229519, 0.188166, 0.0953613, 2.77523, 1.12477, 0.279164, 0.113151, 4.27259, 0.00731359, 0.193882, 0.00611836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.21767e-15, 9.1899e-15, 9.18964e-15, 9.18964e-15, 9.18964e-15, 9.18873e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.89315e-17, 5.55394e-19, 5.23438e-21, 4.93328e-23, 3.83246e-24, 1.82208e-20, 1.24979e-20, 1.17838e-22, 1.11059e-24, 8.62454e-26, 3.00405e-15, 2.74048e-17, -6.48226e-19, -9.12619e-19, -9.33159e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28235e-15, 0, 2.80686e-16, 3.34648e-15, 8.75283e-19, 7.49127e-19, 1.40354e-15, -2.60356e-15, -1.23028e-15, 1.33519e-15, 1.03657e-16, 1.06811e-16, 2.63346e-15, 2.63115e-15, 1.13618e-16, 0, 3.00367e-15, 0, 2.70542e-17, 0, -1.01109e-18, 0, -1.2756e-18, 0, -1.29614e-18, 0
114, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.758585, 0, 0, 0, 0, 0, 0.756419, 0, 0, 0, 0, 0, 0.75631, 0, 0, 0, 0, 0, 0.75629, 0, 0, 0, 0, 0, 0.756289, 0, 0, 0, 0, 0, 0.756289, 0, 0, 0, 0, 0, 0.756288, 0, 0, 0, 0, 0, 0.756289, 0, 0, 0, 0, 0, 0.756288, 0, 0, 0, 0, 0, 0.756289, 0, 0, 0, 0, 0, 0.756226, 0, 0, 0.756289, 0, 0, 0.013176, 0.127677, 0.645636, 0.228497, 0.188907, 0.0953933, 2.77377, 1.12623, 0.279217, 0.11338, 4.26482, 0.00735587, 0.193886, 0.00611388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.22762e-15, 9.19994e-15, 9.19968e-15, 9.19968e-15, 9.19968e-15, 9.19892e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.87326e-17, 5.53519e-19, 5.21672e-21, 4.91662e-23, 3.27247e-24, 1.51994e-20, 1.2456e-20, 1.17442e-22, 1.10686e-24, 7.36451e-26, 2.99405e-15, 2.74604e-17, -4.97977e-19, -7.61477e-19, -7.79016e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27865e-15, 0, 2.82083e-16, 3.34967e-15, 8.14333e-19, 7.49171e-19, 1.41056e-15, -2.6351e-15, -1.25008e-15, 1.35722e-15, 1.06074e-16, 1.08111e-16, 2.66034e-15, 2.65833e-15, 1.13773e-16, 0, 2.99374e-15, 0, 2.71697e-17, 0, -8.00888e-19, 0, -1.0645e-18, 0, -1.08204e-18, 0
